"","metaanalysisid","site","n1","n2","y1","y2","ZI_study","zi_rate","n_study","b0","b1"
"11718",625,18,50,50,1,0,0,0.25,50,-3.929,-3.929
"11719",625,19,50,50,2,2,0,0.25,50,-3.929,-3.929
"11720",625,20,50,50,2,0,0,0.25,50,-3.929,-3.929
"11721",625,21,50,50,0,0,0,0.25,50,-3.929,-3.929
"11722",625,22,50,50,0,0,1,0.25,50,-3.929,-3.929
"11723",625,23,50,50,0,0,0,0.25,50,-3.929,-3.929
"11724",625,24,50,50,5,4,0,0.25,50,-3.929,-3.929
"11725",625,25,50,50,0,0,0,0.25,50,-3.929,-3.929
"11726",625,26,50,50,0,0,0,0.25,50,-3.929,-3.929
"11727",625,27,50,50,1,0,0,0.25,50,-3.929,-3.929
"11728",625,28,50,50,0,0,0,0.25,50,-3.929,-3.929
"11729",625,29,50,50,0,0,1,0.25,50,-3.929,-3.929
"11730",625,30,50,50,1,1,0,0.25,50,-3.929,-3.929
"11731",625,31,50,50,0,0,1,0.25,50,-3.929,-3.929
"11732",625,32,50,50,0,1,0,0.25,50,-3.929,-3.929
"11733",625,33,50,50,1,4,0,0.25,50,-3.929,-3.929
"11734",625,34,50,50,0,0,1,0.25,50,-3.929,-3.929
"11735",625,35,50,50,2,2,0,0.25,50,-3.929,-3.929
"11736",625,36,50,50,2,2,0,0.25,50,-3.929,-3.929
"11737",625,37,50,50,0,0,1,0.25,50,-3.929,-3.929
"11738",625,38,50,50,6,1,0,0.25,50,-3.929,-3.929
"11739",625,39,50,50,2,2,0,0.25,50,-3.929,-3.929
"11740",625,40,50,50,0,0,0,0.25,50,-3.929,-3.929
"11741",625,41,50,50,0,1,0,0.25,50,-3.929,-3.929
"11742",625,42,50,50,2,1,0,0.25,50,-3.929,-3.929
"11743",625,43,50,50,1,1,0,0.25,50,-3.929,-3.929
"11744",625,44,50,50,2,1,0,0.25,50,-3.929,-3.929
"11745",625,45,50,50,1,1,0,0.25,50,-3.929,-3.929
"11746",625,46,50,50,1,0,0,0.25,50,-3.929,-3.929
"11747",625,47,50,50,1,1,0,0.25,50,-3.929,-3.929
"11748",625,48,50,50,0,1,0,0.25,50,-3.929,-3.929
"11749",625,49,50,50,0,0,1,0.25,50,-3.929,-3.929
"11750",625,50,50,50,2,2,0,0.25,50,-3.929,-3.929
"11751",626,1,50,50,0,0,1,0.25,50,-3.929,-3.929
"11752",626,2,50,50,0,0,1,0.25,50,-3.929,-3.929
"11753",626,3,50,50,0,0,1,0.25,50,-3.929,-3.929
"11754",626,4,50,50,0,2,0,0.25,50,-3.929,-3.929
"11755",626,5,50,50,1,2,0,0.25,50,-3.929,-3.929
"11756",626,6,50,50,5,2,0,0.25,50,-3.929,-3.929
"11757",626,7,50,50,0,1,0,0.25,50,-3.929,-3.929
"11758",626,8,50,50,6,2,0,0.25,50,-3.929,-3.929
"11759",626,9,50,50,1,3,0,0.25,50,-3.929,-3.929
"11760",626,10,50,50,5,2,0,0.25,50,-3.929,-3.929
"11761",626,11,50,50,2,1,0,0.25,50,-3.929,-3.929
"11762",626,12,50,50,0,0,1,0.25,50,-3.929,-3.929
"11763",626,13,50,50,0,0,0,0.25,50,-3.929,-3.929
"11764",626,14,50,50,1,0,0,0.25,50,-3.929,-3.929
"11765",626,15,50,50,0,0,1,0.25,50,-3.929,-3.929
"11766",626,16,50,50,0,0,1,0.25,50,-3.929,-3.929
"11767",626,17,50,50,1,1,0,0.25,50,-3.929,-3.929
"11768",626,18,50,50,2,1,0,0.25,50,-3.929,-3.929
"11769",626,19,50,50,1,1,0,0.25,50,-3.929,-3.929
"11770",626,20,50,50,1,1,0,0.25,50,-3.929,-3.929
"11771",626,21,50,50,3,4,0,0.25,50,-3.929,-3.929
"11772",626,22,50,50,0,0,0,0.25,50,-3.929,-3.929
"11773",626,23,50,50,1,1,0,0.25,50,-3.929,-3.929
"11774",626,24,50,50,0,0,1,0.25,50,-3.929,-3.929
"11775",626,25,50,50,2,0,0,0.25,50,-3.929,-3.929
"11776",626,26,50,50,0,0,1,0.25,50,-3.929,-3.929
"11777",626,27,50,50,0,0,1,0.25,50,-3.929,-3.929
"11778",626,28,50,50,1,1,0,0.25,50,-3.929,-3.929
"11779",626,29,50,50,3,2,0,0.25,50,-3.929,-3.929
"11780",626,30,50,50,3,1,0,0.25,50,-3.929,-3.929
"11781",626,31,50,50,0,0,1,0.25,50,-3.929,-3.929
"11782",626,32,50,50,2,2,0,0.25,50,-3.929,-3.929
"11783",626,33,50,50,1,2,0,0.25,50,-3.929,-3.929
"11784",626,34,50,50,1,1,0,0.25,50,-3.929,-3.929
"11785",626,35,50,50,8,2,0,0.25,50,-3.929,-3.929
"11786",626,36,50,50,1,1,0,0.25,50,-3.929,-3.929
"11787",626,37,50,50,0,0,1,0.25,50,-3.929,-3.929
"11788",626,38,50,50,2,2,0,0.25,50,-3.929,-3.929
"11789",626,39,50,50,0,0,1,0.25,50,-3.929,-3.929
"11790",626,40,50,50,12,4,0,0.25,50,-3.929,-3.929
"11791",626,41,50,50,0,0,0,0.25,50,-3.929,-3.929
"11792",626,42,50,50,4,1,0,0.25,50,-3.929,-3.929
"11793",626,43,50,50,2,12,0,0.25,50,-3.929,-3.929
"11794",626,44,50,50,0,0,1,0.25,50,-3.929,-3.929
"11795",626,45,50,50,2,1,0,0.25,50,-3.929,-3.929
"11796",626,46,50,50,1,1,0,0.25,50,-3.929,-3.929
"11797",626,47,50,50,0,1,0,0.25,50,-3.929,-3.929
"11798",626,48,50,50,0,0,0,0.25,50,-3.929,-3.929
"11799",626,49,50,50,0,1,0,0.25,50,-3.929,-3.929
"11800",626,50,50,50,0,1,0,0.25,50,-3.929,-3.929
"11801",627,1,50,50,1,1,0,0.25,50,-3.929,-3.929
"11802",627,2,50,50,0,0,0,0.25,50,-3.929,-3.929
"11803",627,3,50,50,1,1,0,0.25,50,-3.929,-3.929
"11804",627,4,50,50,1,1,0,0.25,50,-3.929,-3.929
"11805",627,5,50,50,1,1,0,0.25,50,-3.929,-3.929
"11806",627,6,50,50,0,0,1,0.25,50,-3.929,-3.929
"11807",627,7,50,50,0,0,1,0.25,50,-3.929,-3.929
"11808",627,8,50,50,1,1,0,0.25,50,-3.929,-3.929
"11809",627,9,50,50,1,2,0,0.25,50,-3.929,-3.929
"11810",627,10,50,50,1,1,0,0.25,50,-3.929,-3.929
"11811",627,11,50,50,0,0,0,0.25,50,-3.929,-3.929
"11812",627,12,50,50,0,0,0,0.25,50,-3.929,-3.929
"11813",627,13,50,50,0,1,0,0.25,50,-3.929,-3.929
"11814",627,14,50,50,2,1,0,0.25,50,-3.929,-3.929
"11815",627,15,50,50,1,0,0,0.25,50,-3.929,-3.929
"11816",627,16,50,50,0,1,0,0.25,50,-3.929,-3.929
"11817",627,17,50,50,0,0,1,0.25,50,-3.929,-3.929
"11818",627,18,50,50,4,6,0,0.25,50,-3.929,-3.929
"11819",627,19,50,50,0,1,0,0.25,50,-3.929,-3.929
"11820",627,20,50,50,11,8,0,0.25,50,-3.929,-3.929
"11821",627,21,50,50,0,0,1,0.25,50,-3.929,-3.929
"11822",627,22,50,50,0,0,0,0.25,50,-3.929,-3.929
"11823",627,23,50,50,0,1,0,0.25,50,-3.929,-3.929
"11824",627,24,50,50,0,1,0,0.25,50,-3.929,-3.929
"11825",627,25,50,50,0,0,0,0.25,50,-3.929,-3.929
"11826",627,26,50,50,2,1,0,0.25,50,-3.929,-3.929
"11827",627,27,50,50,1,2,0,0.25,50,-3.929,-3.929
"11828",627,28,50,50,3,6,0,0.25,50,-3.929,-3.929
"11829",627,29,50,50,3,4,0,0.25,50,-3.929,-3.929
"11830",627,30,50,50,0,0,0,0.25,50,-3.929,-3.929
"11831",627,31,50,50,2,0,0,0.25,50,-3.929,-3.929
"11832",627,32,50,50,0,0,0,0.25,50,-3.929,-3.929
"11833",627,33,50,50,4,2,0,0.25,50,-3.929,-3.929
"11834",627,34,50,50,0,0,1,0.25,50,-3.929,-3.929
"11835",627,35,50,50,0,0,1,0.25,50,-3.929,-3.929
"11836",627,36,50,50,1,0,0,0.25,50,-3.929,-3.929
"11837",627,37,50,50,0,0,1,0.25,50,-3.929,-3.929
"11838",627,38,50,50,0,0,0,0.25,50,-3.929,-3.929
"11839",627,39,50,50,1,1,0,0.25,50,-3.929,-3.929
"11840",627,40,50,50,2,1,0,0.25,50,-3.929,-3.929
"11841",627,41,50,50,0,0,1,0.25,50,-3.929,-3.929
"11842",627,42,50,50,0,3,0,0.25,50,-3.929,-3.929
"11843",627,43,50,50,0,0,0,0.25,50,-3.929,-3.929
"11844",627,44,50,50,1,1,0,0.25,50,-3.929,-3.929
"11845",627,45,50,50,3,4,0,0.25,50,-3.929,-3.929
"11846",627,46,50,50,0,0,0,0.25,50,-3.929,-3.929
"11847",627,47,50,50,4,2,0,0.25,50,-3.929,-3.929
"11848",627,48,50,50,0,0,1,0.25,50,-3.929,-3.929
"11849",627,49,50,50,0,0,1,0.25,50,-3.929,-3.929
"11850",627,50,50,50,0,0,1,0.25,50,-3.929,-3.929
"11851",628,1,50,50,0,0,1,0.25,50,-3.929,-3.929
"11852",628,2,50,50,2,6,0,0.25,50,-3.929,-3.929
"11853",628,3,50,50,0,0,1,0.25,50,-3.929,-3.929
"11854",628,4,50,50,0,0,1,0.25,50,-3.929,-3.929
"11855",628,5,50,50,0,1,0,0.25,50,-3.929,-3.929
"11856",628,6,50,50,0,0,1,0.25,50,-3.929,-3.929
"11857",628,7,50,50,0,0,0,0.25,50,-3.929,-3.929
"11858",628,8,50,50,5,6,0,0.25,50,-3.929,-3.929
"11859",628,9,50,50,1,0,0,0.25,50,-3.929,-3.929
"11860",628,10,50,50,2,0,0,0.25,50,-3.929,-3.929
"11861",628,11,50,50,0,0,1,0.25,50,-3.929,-3.929
"11862",628,12,50,50,0,0,1,0.25,50,-3.929,-3.929
"11863",628,13,50,50,3,1,0,0.25,50,-3.929,-3.929
"11864",628,14,50,50,0,0,1,0.25,50,-3.929,-3.929
"11865",628,15,50,50,0,0,0,0.25,50,-3.929,-3.929
"11866",628,16,50,50,2,5,0,0.25,50,-3.929,-3.929
"11867",628,17,50,50,2,7,0,0.25,50,-3.929,-3.929
"11868",628,18,50,50,0,0,1,0.25,50,-3.929,-3.929
"11869",628,19,50,50,0,0,1,0.25,50,-3.929,-3.929
"11870",628,20,50,50,2,2,0,0.25,50,-3.929,-3.929
"11871",628,21,50,50,1,1,0,0.25,50,-3.929,-3.929
"11872",628,22,50,50,0,1,0,0.25,50,-3.929,-3.929
"11873",628,23,50,50,1,1,0,0.25,50,-3.929,-3.929
"11874",628,24,50,50,2,3,0,0.25,50,-3.929,-3.929
"11875",628,25,50,50,0,0,1,0.25,50,-3.929,-3.929
"11876",628,26,50,50,0,0,1,0.25,50,-3.929,-3.929
"11877",628,27,50,50,0,0,1,0.25,50,-3.929,-3.929
"11878",628,28,50,50,1,0,0,0.25,50,-3.929,-3.929
"11879",628,29,50,50,0,1,0,0.25,50,-3.929,-3.929
"11880",628,30,50,50,0,0,0,0.25,50,-3.929,-3.929
"11881",628,31,50,50,2,1,0,0.25,50,-3.929,-3.929
"11882",628,32,50,50,0,0,1,0.25,50,-3.929,-3.929
"11883",628,33,50,50,1,2,0,0.25,50,-3.929,-3.929
"11884",628,34,50,50,1,2,0,0.25,50,-3.929,-3.929
"11885",628,35,50,50,0,0,0,0.25,50,-3.929,-3.929
"11886",628,36,50,50,1,2,0,0.25,50,-3.929,-3.929
"11887",628,37,50,50,1,0,0,0.25,50,-3.929,-3.929
"11888",628,38,50,50,0,0,0,0.25,50,-3.929,-3.929
"11889",628,39,50,50,0,0,1,0.25,50,-3.929,-3.929
"11890",628,40,50,50,1,1,0,0.25,50,-3.929,-3.929
"11891",628,41,50,50,1,2,0,0.25,50,-3.929,-3.929
"11892",628,42,50,50,0,0,1,0.25,50,-3.929,-3.929
"11893",628,43,50,50,1,2,0,0.25,50,-3.929,-3.929
"11894",628,44,50,50,4,4,0,0.25,50,-3.929,-3.929
"11895",628,45,50,50,2,2,0,0.25,50,-3.929,-3.929
"11896",628,46,50,50,0,0,1,0.25,50,-3.929,-3.929
"11897",628,47,50,50,1,1,0,0.25,50,-3.929,-3.929
"11898",628,48,50,50,1,1,0,0.25,50,-3.929,-3.929
"11899",628,49,50,50,1,1,0,0.25,50,-3.929,-3.929
"11900",628,50,50,50,1,0,0,0.25,50,-3.929,-3.929
"11901",629,1,50,50,2,2,0,0.25,50,-3.929,-3.929
"11902",629,2,50,50,1,0,0,0.25,50,-3.929,-3.929
"11903",629,3,50,50,0,1,0,0.25,50,-3.929,-3.929
"11904",629,4,50,50,5,1,0,0.25,50,-3.929,-3.929
"11905",629,5,50,50,1,2,0,0.25,50,-3.929,-3.929
"11906",629,6,50,50,1,1,0,0.25,50,-3.929,-3.929
"11907",629,7,50,50,0,1,0,0.25,50,-3.929,-3.929
"11908",629,8,50,50,0,0,1,0.25,50,-3.929,-3.929
"11909",629,9,50,50,3,1,0,0.25,50,-3.929,-3.929
"11910",629,10,50,50,6,4,0,0.25,50,-3.929,-3.929
"11911",629,11,50,50,4,1,0,0.25,50,-3.929,-3.929
"11912",629,12,50,50,1,4,0,0.25,50,-3.929,-3.929
"11913",629,13,50,50,3,3,0,0.25,50,-3.929,-3.929
"11914",629,14,50,50,0,0,1,0.25,50,-3.929,-3.929
"11915",629,15,50,50,0,0,1,0.25,50,-3.929,-3.929
"11916",629,16,50,50,4,5,0,0.25,50,-3.929,-3.929
"11917",629,17,50,50,2,3,0,0.25,50,-3.929,-3.929
"11918",629,18,50,50,0,0,0,0.25,50,-3.929,-3.929
"11919",629,19,50,50,1,1,0,0.25,50,-3.929,-3.929
"11920",629,20,50,50,1,3,0,0.25,50,-3.929,-3.929
"11921",629,21,50,50,1,0,0,0.25,50,-3.929,-3.929
"11922",629,22,50,50,0,0,1,0.25,50,-3.929,-3.929
"11923",629,23,50,50,1,1,0,0.25,50,-3.929,-3.929
"11924",629,24,50,50,1,0,0,0.25,50,-3.929,-3.929
"11925",629,25,50,50,1,1,0,0.25,50,-3.929,-3.929
"11926",629,26,50,50,0,0,1,0.25,50,-3.929,-3.929
"11927",629,27,50,50,0,0,1,0.25,50,-3.929,-3.929
"11928",629,28,50,50,0,0,1,0.25,50,-3.929,-3.929
"11929",629,29,50,50,1,1,0,0.25,50,-3.929,-3.929
"11930",629,30,50,50,1,2,0,0.25,50,-3.929,-3.929
"11931",629,31,50,50,0,0,1,0.25,50,-3.929,-3.929
"11932",629,32,50,50,1,0,0,0.25,50,-3.929,-3.929
"11933",629,33,50,50,2,2,0,0.25,50,-3.929,-3.929
"11934",629,34,50,50,3,7,0,0.25,50,-3.929,-3.929
"11935",629,35,50,50,0,0,0,0.25,50,-3.929,-3.929
"11936",629,36,50,50,0,1,0,0.25,50,-3.929,-3.929
"11937",629,37,50,50,0,0,1,0.25,50,-3.929,-3.929
"11938",629,38,50,50,0,0,1,0.25,50,-3.929,-3.929
"11939",629,39,50,50,0,2,0,0.25,50,-3.929,-3.929
"11940",629,40,50,50,0,0,1,0.25,50,-3.929,-3.929
"11941",629,41,50,50,5,3,0,0.25,50,-3.929,-3.929
"11942",629,42,50,50,2,2,0,0.25,50,-3.929,-3.929
"11943",629,43,50,50,0,0,1,0.25,50,-3.929,-3.929
"11944",629,44,50,50,0,0,1,0.25,50,-3.929,-3.929
"11945",629,45,50,50,1,1,0,0.25,50,-3.929,-3.929
"11946",629,46,50,50,0,0,1,0.25,50,-3.929,-3.929
"11947",629,47,50,50,3,1,0,0.25,50,-3.929,-3.929
"11948",629,48,50,50,1,1,0,0.25,50,-3.929,-3.929
"11949",629,49,50,50,1,0,0,0.25,50,-3.929,-3.929
"11950",629,50,50,50,0,0,1,0.25,50,-3.929,-3.929
"11951",630,1,50,50,0,0,1,0.25,50,-3.929,-3.929
"11952",630,2,50,50,0,0,0,0.25,50,-3.929,-3.929
"11953",630,3,50,50,0,0,1,0.25,50,-3.929,-3.929
"11954",630,4,50,50,0,0,0,0.25,50,-3.929,-3.929
"11955",630,5,50,50,1,1,0,0.25,50,-3.929,-3.929
"11956",630,6,50,50,1,1,0,0.25,50,-3.929,-3.929
"11957",630,7,50,50,0,1,0,0.25,50,-3.929,-3.929
"11958",630,8,50,50,0,1,0,0.25,50,-3.929,-3.929
"11959",630,9,50,50,5,1,0,0.25,50,-3.929,-3.929
"11960",630,10,50,50,1,2,0,0.25,50,-3.929,-3.929
"11961",630,11,50,50,1,1,0,0.25,50,-3.929,-3.929
"11962",630,12,50,50,0,0,1,0.25,50,-3.929,-3.929
"11963",630,13,50,50,0,0,1,0.25,50,-3.929,-3.929
"11964",630,14,50,50,0,0,1,0.25,50,-3.929,-3.929
"11965",630,15,50,50,7,2,0,0.25,50,-3.929,-3.929
"11966",630,16,50,50,0,0,1,0.25,50,-3.929,-3.929
"11967",630,17,50,50,1,2,0,0.25,50,-3.929,-3.929
"11968",630,18,50,50,0,0,1,0.25,50,-3.929,-3.929
"11969",630,19,50,50,0,0,1,0.25,50,-3.929,-3.929
"11970",630,20,50,50,1,1,0,0.25,50,-3.929,-3.929
"11971",630,21,50,50,0,0,1,0.25,50,-3.929,-3.929
"11972",630,22,50,50,5,2,0,0.25,50,-3.929,-3.929
"11973",630,23,50,50,1,0,0,0.25,50,-3.929,-3.929
"11974",630,24,50,50,0,0,1,0.25,50,-3.929,-3.929
"11975",630,25,50,50,0,0,1,0.25,50,-3.929,-3.929
"11976",630,26,50,50,0,0,0,0.25,50,-3.929,-3.929
"11977",630,27,50,50,5,3,0,0.25,50,-3.929,-3.929
"11978",630,28,50,50,1,3,0,0.25,50,-3.929,-3.929
"11979",630,29,50,50,3,6,0,0.25,50,-3.929,-3.929
"11980",630,30,50,50,1,4,0,0.25,50,-3.929,-3.929
"11981",630,31,50,50,2,2,0,0.25,50,-3.929,-3.929
"11982",630,32,50,50,1,1,0,0.25,50,-3.929,-3.929
"11983",630,33,50,50,0,0,0,0.25,50,-3.929,-3.929
"11984",630,34,50,50,1,0,0,0.25,50,-3.929,-3.929
"11985",630,35,50,50,0,0,0,0.25,50,-3.929,-3.929
"11986",630,36,50,50,1,1,0,0.25,50,-3.929,-3.929
"11987",630,37,50,50,0,0,1,0.25,50,-3.929,-3.929
"11988",630,38,50,50,0,2,0,0.25,50,-3.929,-3.929
"11989",630,39,50,50,0,0,1,0.25,50,-3.929,-3.929
"11990",630,40,50,50,1,2,0,0.25,50,-3.929,-3.929
"11991",630,41,50,50,1,9,0,0.25,50,-3.929,-3.929
"11992",630,42,50,50,0,0,0,0.25,50,-3.929,-3.929
"11993",630,43,50,50,0,0,1,0.25,50,-3.929,-3.929
"11994",630,44,50,50,1,1,0,0.25,50,-3.929,-3.929
"11995",630,45,50,50,1,1,0,0.25,50,-3.929,-3.929
"11996",630,46,50,50,0,0,1,0.25,50,-3.929,-3.929
"11997",630,47,50,50,0,0,1,0.25,50,-3.929,-3.929
"11998",630,48,50,50,0,0,1,0.25,50,-3.929,-3.929
"11999",630,49,50,50,4,2,0,0.25,50,-3.929,-3.929
"12000",630,50,50,50,1,0,0,0.25,50,-3.929,-3.929
"12001",631,1,50,50,0,0,1,0.25,50,-3.929,-3.929
"12002",631,2,50,50,1,1,0,0.25,50,-3.929,-3.929
"12003",631,3,50,50,2,5,0,0.25,50,-3.929,-3.929
"12004",631,4,50,50,2,1,0,0.25,50,-3.929,-3.929
"12005",631,5,50,50,0,0,0,0.25,50,-3.929,-3.929
"12006",631,6,50,50,1,1,0,0.25,50,-3.929,-3.929
"12007",631,7,50,50,0,0,1,0.25,50,-3.929,-3.929
"12008",631,8,50,50,2,0,0,0.25,50,-3.929,-3.929
"12009",631,9,50,50,1,0,0,0.25,50,-3.929,-3.929
"12010",631,10,50,50,2,1,0,0.25,50,-3.929,-3.929
"12011",631,11,50,50,1,5,0,0.25,50,-3.929,-3.929
"12012",631,12,50,50,0,0,1,0.25,50,-3.929,-3.929
"12013",631,13,50,50,2,1,0,0.25,50,-3.929,-3.929
"12014",631,14,50,50,1,5,0,0.25,50,-3.929,-3.929
"12015",631,15,50,50,1,2,0,0.25,50,-3.929,-3.929
"12016",631,16,50,50,0,1,0,0.25,50,-3.929,-3.929
"12017",631,17,50,50,1,1,0,0.25,50,-3.929,-3.929
"12018",631,18,50,50,1,0,0,0.25,50,-3.929,-3.929
"12019",631,19,50,50,0,0,1,0.25,50,-3.929,-3.929
"12020",631,20,50,50,2,4,0,0.25,50,-3.929,-3.929
"12021",631,21,50,50,0,0,1,0.25,50,-3.929,-3.929
"12022",631,22,50,50,5,1,0,0.25,50,-3.929,-3.929
"12023",631,23,50,50,5,2,0,0.25,50,-3.929,-3.929
"12024",631,24,50,50,0,1,0,0.25,50,-3.929,-3.929
"12025",631,25,50,50,0,0,1,0.25,50,-3.929,-3.929
"12026",631,26,50,50,1,1,0,0.25,50,-3.929,-3.929
"12027",631,27,50,50,0,1,0,0.25,50,-3.929,-3.929
"12028",631,28,50,50,0,0,1,0.25,50,-3.929,-3.929
"12029",631,29,50,50,4,0,0,0.25,50,-3.929,-3.929
"12030",631,30,50,50,0,0,1,0.25,50,-3.929,-3.929
"12031",631,31,50,50,0,0,1,0.25,50,-3.929,-3.929
"12032",631,32,50,50,4,3,0,0.25,50,-3.929,-3.929
"12033",631,33,50,50,1,1,0,0.25,50,-3.929,-3.929
"12034",631,34,50,50,3,2,0,0.25,50,-3.929,-3.929
"12035",631,35,50,50,4,6,0,0.25,50,-3.929,-3.929
"12036",631,36,50,50,0,0,1,0.25,50,-3.929,-3.929
"12037",631,37,50,50,0,1,0,0.25,50,-3.929,-3.929
"12038",631,38,50,50,0,2,0,0.25,50,-3.929,-3.929
"12039",631,39,50,50,0,0,1,0.25,50,-3.929,-3.929
"12040",631,40,50,50,1,1,0,0.25,50,-3.929,-3.929
"12041",631,41,50,50,2,8,0,0.25,50,-3.929,-3.929
"12042",631,42,50,50,0,0,1,0.25,50,-3.929,-3.929
"12043",631,43,50,50,1,1,0,0.25,50,-3.929,-3.929
"12044",631,44,50,50,3,1,0,0.25,50,-3.929,-3.929
"12045",631,45,50,50,0,0,0,0.25,50,-3.929,-3.929
"12046",631,46,50,50,0,0,1,0.25,50,-3.929,-3.929
"12047",631,47,50,50,2,3,0,0.25,50,-3.929,-3.929
"12048",631,48,50,50,1,1,0,0.25,50,-3.929,-3.929
"12049",631,49,50,50,0,1,0,0.25,50,-3.929,-3.929
"12050",631,50,50,50,1,5,0,0.25,50,-3.929,-3.929
"12051",632,1,50,50,7,2,0,0.25,50,-3.929,-3.929
"12052",632,2,50,50,4,1,0,0.25,50,-3.929,-3.929
"12053",632,3,50,50,2,2,0,0.25,50,-3.929,-3.929
"12054",632,4,50,50,3,2,0,0.25,50,-3.929,-3.929
"12055",632,5,50,50,0,0,1,0.25,50,-3.929,-3.929
"12056",632,6,50,50,1,1,0,0.25,50,-3.929,-3.929
"12057",632,7,50,50,1,1,0,0.25,50,-3.929,-3.929
"12058",632,8,50,50,0,0,1,0.25,50,-3.929,-3.929
"12059",632,9,50,50,0,0,0,0.25,50,-3.929,-3.929
"12060",632,10,50,50,1,0,0,0.25,50,-3.929,-3.929
"12061",632,11,50,50,0,0,0,0.25,50,-3.929,-3.929
"12062",632,12,50,50,3,2,0,0.25,50,-3.929,-3.929
"12063",632,13,50,50,0,0,1,0.25,50,-3.929,-3.929
"12064",632,14,50,50,2,1,0,0.25,50,-3.929,-3.929
"12065",632,15,50,50,0,0,1,0.25,50,-3.929,-3.929
"12066",632,16,50,50,2,5,0,0.25,50,-3.929,-3.929
"12067",632,17,50,50,1,1,0,0.25,50,-3.929,-3.929
"12068",632,18,50,50,0,0,0,0.25,50,-3.929,-3.929
"12069",632,19,50,50,0,0,1,0.25,50,-3.929,-3.929
"12070",632,20,50,50,0,0,0,0.25,50,-3.929,-3.929
"12071",632,21,50,50,4,1,0,0.25,50,-3.929,-3.929
"12072",632,22,50,50,0,0,1,0.25,50,-3.929,-3.929
"12073",632,23,50,50,1,2,0,0.25,50,-3.929,-3.929
"12074",632,24,50,50,0,0,1,0.25,50,-3.929,-3.929
"12075",632,25,50,50,1,2,0,0.25,50,-3.929,-3.929
"12076",632,26,50,50,0,1,0,0.25,50,-3.929,-3.929
"12077",632,27,50,50,1,0,0,0.25,50,-3.929,-3.929
"12078",632,28,50,50,0,0,1,0.25,50,-3.929,-3.929
"12079",632,29,50,50,2,1,0,0.25,50,-3.929,-3.929
"12080",632,30,50,50,1,0,0,0.25,50,-3.929,-3.929
"12081",632,31,50,50,0,1,0,0.25,50,-3.929,-3.929
"12082",632,32,50,50,1,2,0,0.25,50,-3.929,-3.929
"12083",632,33,50,50,1,1,0,0.25,50,-3.929,-3.929
"12084",632,34,50,50,8,9,0,0.25,50,-3.929,-3.929
"12085",632,35,50,50,0,0,1,0.25,50,-3.929,-3.929
"12086",632,36,50,50,1,3,0,0.25,50,-3.929,-3.929
"12087",632,37,50,50,1,1,0,0.25,50,-3.929,-3.929
"12088",632,38,50,50,0,0,1,0.25,50,-3.929,-3.929
"12089",632,39,50,50,1,5,0,0.25,50,-3.929,-3.929
"12090",632,40,50,50,2,4,0,0.25,50,-3.929,-3.929
"12091",632,41,50,50,0,0,1,0.25,50,-3.929,-3.929
"12092",632,42,50,50,0,1,0,0.25,50,-3.929,-3.929
"12093",632,43,50,50,2,3,0,0.25,50,-3.929,-3.929
"12094",632,44,50,50,0,0,1,0.25,50,-3.929,-3.929
"12095",632,45,50,50,0,0,1,0.25,50,-3.929,-3.929
"12096",632,46,50,50,1,1,0,0.25,50,-3.929,-3.929
"12097",632,47,50,50,0,1,0,0.25,50,-3.929,-3.929
"12098",632,48,50,50,0,0,1,0.25,50,-3.929,-3.929
"12099",632,49,50,50,0,0,0,0.25,50,-3.929,-3.929
"12100",632,50,50,50,3,1,0,0.25,50,-3.929,-3.929
"12101",633,1,50,50,0,1,0,0.25,50,-3.929,-3.929
"12102",633,2,50,50,2,1,0,0.25,50,-3.929,-3.929
"12103",633,3,50,50,0,0,1,0.25,50,-3.929,-3.929
"12104",633,4,50,50,1,1,0,0.25,50,-3.929,-3.929
"12105",633,5,50,50,2,2,0,0.25,50,-3.929,-3.929
"12106",633,6,50,50,0,0,1,0.25,50,-3.929,-3.929
"12107",633,7,50,50,2,2,0,0.25,50,-3.929,-3.929
"12108",633,8,50,50,2,2,0,0.25,50,-3.929,-3.929
"12109",633,9,50,50,0,0,1,0.25,50,-3.929,-3.929
"12110",633,10,50,50,0,1,0,0.25,50,-3.929,-3.929
"12111",633,11,50,50,1,2,0,0.25,50,-3.929,-3.929
"12112",633,12,50,50,0,0,1,0.25,50,-3.929,-3.929
"12113",633,13,50,50,0,1,0,0.25,50,-3.929,-3.929
"12114",633,14,50,50,0,0,1,0.25,50,-3.929,-3.929
"12115",633,15,50,50,0,0,0,0.25,50,-3.929,-3.929
"12116",633,16,50,50,1,3,0,0.25,50,-3.929,-3.929
"12117",633,17,50,50,0,1,0,0.25,50,-3.929,-3.929
"12118",633,18,50,50,0,0,1,0.25,50,-3.929,-3.929
"12119",633,19,50,50,4,1,0,0.25,50,-3.929,-3.929
"12120",633,20,50,50,0,1,0,0.25,50,-3.929,-3.929
"12121",633,21,50,50,0,0,1,0.25,50,-3.929,-3.929
"12122",633,22,50,50,2,2,0,0.25,50,-3.929,-3.929
"12123",633,23,50,50,1,0,0,0.25,50,-3.929,-3.929
"12124",633,24,50,50,4,5,0,0.25,50,-3.929,-3.929
"12125",633,25,50,50,0,0,1,0.25,50,-3.929,-3.929
"12126",633,26,50,50,1,0,0,0.25,50,-3.929,-3.929
"12127",633,27,50,50,0,0,1,0.25,50,-3.929,-3.929
