metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
21860,RR,1.5855,0.7217,1000,2.20,0.0283,0.05,0.1693,3.0016
21988,Zero-Inflation Proportion pi,0.000182,,1000,,,0.05,,
21988,logRR,0.8765,,1000,,,0.05,,
21988,RR,2.4024,,1000,,,0.05,,
22339,Zero-Inflation Proportion pi,0.2553,0.07055,1000,3.62,0.0003,0.05,0.1168,0.3937
22339,logRR,0.1914,0.1492,1000,1.28,0.2000,0.05,-0.1015,0.4842
22339,RR,1.2109,0.1807,1000,6.70,<.0001,0.05,0.8563,1.5655
22340,Zero-Inflation Proportion pi,0.3070,0.09502,1000,3.23,0.0013,0.05,0.1205,0.4934
22340,logRR,0.2786,0.1377,1000,2.02,0.0433,0.05,0.008421,0.5488
22340,RR,1.3213,0.1819,1000,7.26,<.0001,0.05,0.9643,1.6783
22341,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
22341,logRR,-0.1820,0.3900,1000,-0.47,0.6408,0.05,-0.9472,0.5832
22341,RR,0.8336,0.3251,1000,2.56,0.0105,0.05,0.1957,1.4715
22342,Zero-Inflation Proportion pi,0.1423,,1000,,,0.05,,
22342,logRR,0.2506,,1000,,,0.05,,
22342,RR,1.2848,,1000,,,0.05,,
22343,Zero-Inflation Proportion pi,3.805E-6,,1000,,,0.05,,
22343,logRR,-0.1338,,1000,,,0.05,,
22343,RR,0.8748,,1000,,,0.05,,
22344,Zero-Inflation Proportion pi,0.2047,0.000122,1000,1675.25,<.0001,0.05,0.2045,0.2050
22344,logRR,0.3831,,1000,,,0.05,,
22344,RR,1.4669,,1000,,,0.05,,
22350,Zero-Inflation Proportion pi,0.2606,0.1021,1000,2.55,0.0108,0.05,0.06025,0.4610
22350,logRR,0.3119,0.1343,1000,2.32,0.0204,0.05,0.04835,0.5754
22350,RR,1.3660,0.1834,1000,7.45,<.0001,0.05,1.0060,1.7259
22351,Zero-Inflation Proportion pi,0.000012,,1000,,,0.05,,
22351,logRR,0.01576,0.4870,1000,0.03,0.9742,0.05,-0.9400,0.9715
22351,RR,1.0159,0.4948,1000,2.05,0.0403,0.05,0.04499,1.9868
22353,Zero-Inflation Proportion pi,0.000142,0.003766,1000,0.04,0.9699,0.05,-0.00725,0.007532
22353,logRR,0.007620,0.2138,1000,0.04,0.9716,0.05,-0.4120,0.4272
22353,RR,1.0076,0.2155,1000,4.68,<.0001,0.05,0.5848,1.4305
22354,Zero-Inflation Proportion pi,0.2367,0.07735,1000,3.06,0.0023,0.05,0.08494,0.3885
22354,logRR,0.1791,0.1420,1000,1.26,0.2073,0.05,-0.09948,0.4578
22354,RR,1.1962,0.1698,1000,7.04,<.0001,0.05,0.8629,1.5295
22355,Zero-Inflation Proportion pi,0.000014,0.001848,1000,0.01,0.9938,0.05,-0.00361,0.003641
22355,logRR,0.2290,0.2051,1000,1.12,0.2644,0.05,-0.1735,0.6315
22355,RR,1.2574,0.2579,1000,4.88,<.0001,0.05,0.7513,1.7635
22603,Zero-Inflation Proportion pi,0.2112,0.1215,1000,1.74,0.0825,0.05,-0.02726,0.4498
22603,logRR,0.1514,0.1131,1000,1.34,0.1810,0.05,-0.07056,0.3734
22603,RR,1.1635,0.1316,1000,8.84,<.0001,0.05,0.9052,1.4217
22604,Zero-Inflation Proportion pi,0.2665,0.07634,1000,3.49,0.0005,0.05,0.1167,0.4163
22604,logRR,0.2119,0.1128,1000,1.88,0.0605,0.05,-0.00937,0.4332
22604,RR,1.2361,0.1394,1000,8.87,<.0001,0.05,0.9625,1.5096
22621,Zero-Inflation Proportion pi,1.124E-9,,1000,,,0.05,,
22621,logRR,0.1799,0.4102,1000,0.44,0.6611,0.05,-0.6250,0.9848
22621,RR,1.1971,0.4910,1000,2.44,0.0149,0.05,0.2336,2.1606
22626,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
22626,logRR,0.1271,0.3149,1000,0.40,0.6865,0.05,-0.4908,0.7451
22626,RR,1.1355,0.3576,1000,3.18,0.0015,0.05,0.4339,1.8372
22630,Zero-Inflation Proportion pi,0.000028,,1000,,,0.05,,
22630,logRR,1.2966,,1000,,,0.05,,
22630,RR,3.6570,,1000,,,0.05,,
22641,Zero-Inflation Proportion pi,0.001427,0.01676,1000,0.09,0.9321,0.05,-0.03146,0.03431
22641,logRR,-0.1858,0.2352,1000,-0.79,0.4297,0.05,-0.6474,0.2758
22641,RR,0.8304,0.1953,1000,4.25,<.0001,0.05,0.4471,1.2137
22655,Zero-Inflation Proportion pi,0.1666,0.1076,1000,1.55,0.1216,0.05,-0.04444,0.3777
22655,logRR,0.1315,0.1814,1000,0.72,0.4686,0.05,-0.2245,0.4875
22655,RR,1.1406,0.2069,1000,5.51,<.0001,0.05,0.7345,1.5466
22656,Zero-Inflation Proportion pi,0.2666,,1000,,,0.05,,
22656,logRR,0.2586,,1000,,,0.05,,
22656,RR,1.2951,,1000,,,0.05,,
22660,Zero-Inflation Proportion pi,0.2606,0.1016,1000,2.56,0.0105,0.05,0.06116,0.4601
22660,logRR,0.1815,0.1423,1000,1.28,0.2025,0.05,-0.09774,0.4607
22660,RR,1.1990,0.1706,1000,7.03,<.0001,0.05,0.8642,1.5338
22661,Zero-Inflation Proportion pi,0.03545,0.09741,1000,0.36,0.7160,0.05,-0.1557,0.2266
22661,logRR,0.1493,0.3159,1000,0.47,0.6366,0.05,-0.4707,0.7693
22661,RR,1.1610,0.3668,1000,3.17,0.0016,0.05,0.4412,1.8809
22667,Zero-Inflation Proportion pi,0.2524,1.79E-6,1000,140993,<.0001,0.05,0.2524,0.2524
22667,logRR,0.3616,0.000014,1000,26728.2,<.0001,0.05,0.3616,0.3617
22667,RR,1.4357,0.000019,1000,73909.8,<.0001,0.05,1.4356,1.4357
22783,Zero-Inflation Proportion pi,0.04208,,1000,,,0.05,,
22783,logRR,-0.3647,,1000,,,0.05,,
22783,RR,0.6944,,1000,,,0.05,,
22784,Zero-Inflation Proportion pi,0.1058,0.1032,1000,1.03,0.3054,0.05,-0.09668,0.3083
22784,logRR,0.1661,0.3269,1000,0.51,0.6115,0.05,-0.4754,0.8076
22784,RR,1.1807,0.3860,1000,3.06,0.0023,0.05,0.4233,1.9381
22797,Zero-Inflation Proportion pi,0.000038,0.002802,1000,0.01,0.9891,0.05,-0.00546,0.005537
22797,logRR,-2.3794,0.8169,1000,-2.91,0.0037,0.05,-3.9824,-0.7765
22797,RR,0.09260,0.07564,1000,1.22,0.2212,0.05,-0.05584,0.2410
22799,Zero-Inflation Proportion pi,0.000038,0.002802,1000,0.01,0.9891,0.05,-0.00546,0.005537
22799,logRR,-2.3794,0.8169,1000,-2.91,0.0037,0.05,-3.9824,-0.7765
22799,RR,0.09260,0.07564,1000,1.22,0.2212,0.05,-0.05584,0.2410
22806,Zero-Inflation Proportion pi,0.000055,0.005413,1000,0.01,0.9918,0.05,-0.01057,0.01068
22806,logRR,-0.09371,0.5077,1000,-0.18,0.8536,0.05,-1.0900,0.9026
22806,RR,0.9105,0.4623,1000,1.97,0.0492,0.05,0.003344,1.8177
22811,Zero-Inflation Proportion pi,5.622E-6,0.001888,1000,0.00,0.9976,0.05,-0.00370,0.003710
22811,logRR,-0.00358,0.5346,1000,-0.01,0.9947,0.05,-1.0526,1.0454
22811,RR,0.9964,0.5327,1000,1.87,0.0617,0.05,-0.04884,2.0417
23103,Zero-Inflation Proportion pi,0.3090,,1000,,,0.05,,
23103,logRR,-0.6215,,1000,,,0.05,,
23103,RR,0.5371,,1000,,,0.05,,
23429,Zero-Inflation Proportion pi,0.000229,,1000,,,0.05,,
23429,logRR,-1.1445,0.4810,1000,-2.38,0.0175,0.05,-2.0884,-0.2007
23429,RR,0.3184,0.1531,1000,2.08,0.0379,0.05,0.01787,0.6189
23437,Zero-Inflation Proportion pi,1.162E-7,,1000,,,0.05,,
23437,logRR,-0.2460,0.2128,1000,-1.16,0.2479,0.05,-0.6635,0.1715
23437,RR,0.7819,0.1664,1000,4.70,<.0001,0.05,0.4554,1.1084
23559,Zero-Inflation Proportion pi,0.09924,1.926E-6,1000,51526.3,<.0001,0.05,0.09923,0.09924
23559,logRR,-1.1316,0.000025,1000,-45764,<.0001,0.05,-1.1317,-1.1316
23559,RR,0.3225,7.975E-6,1000,40440.3,<.0001,0.05,0.3225,0.3225
23603,Zero-Inflation Proportion pi,0.1818,0.1163,1000,1.56,0.1181,0.05,-0.04632,0.4100
23603,logRR,0.1653,0.1587,1000,1.04,0.2980,0.05,-0.1462,0.4768
23603,RR,1.1797,0.1873,1000,6.30,<.0001,0.05,0.8123,1.5472
24133,Zero-Inflation Proportion pi,0.1800,0.1241,1000,1.45,0.1472,0.05,-0.06352,0.4236
24133,logRR,0.1059,0.1990,1000,0.53,0.5947,0.05,-0.2845,0.4963
24133,RR,1.1117,0.2212,1000,5.03,<.0001,0.05,0.6777,1.5457
24358,Zero-Inflation Proportion pi,4.14E-27,,1000,,,0.05,,
24358,logRR,0.3081,0.4903,1000,0.63,0.5300,0.05,-0.6541,1.2703
24358,RR,1.3608,0.6672,1000,2.04,0.0417,0.05,0.05143,2.6701
24363,Zero-Inflation Proportion pi,0.1300,0.1482,1000,0.88,0.3808,0.05,-0.1609,0.4209
24363,logRR,-1.7198,1.2359,1000,-1.39,0.1644,0.05,-4.1451,0.7055
24363,RR,0.1791,0.2214,1000,0.81,0.4186,0.05,-0.2553,0.6135
24396,Zero-Inflation Proportion pi,2.85E-6,0.000030,1000,0.10,0.9234,0.05,-0.00006,0.000061
24396,logRR,-0.2883,0.3233,1000,-0.89,0.3728,0.05,-0.9229,0.3462
24396,RR,0.7495,0.2424,1000,3.09,0.0020,0.05,0.2739,1.2251
24400,Zero-Inflation Proportion pi,0.000047,0.002365,1000,0.02,0.9843,0.05,-0.00460,0.004688
24400,logRR,-0.1152,0.5641,1000,-0.20,0.8382,0.05,-1.2223,0.9918
24400,RR,0.8912,0.5028,1000,1.77,0.0766,0.05,-0.09540,1.8777
24402,Zero-Inflation Proportion pi,8.362E-7,0.000318,1000,0.00,0.9979,0.05,-0.00062,0.000626
24402,logRR,-0.04281,0.3295,1000,-0.13,0.8967,0.05,-0.6894,0.6038
24402,RR,0.9581,0.3157,1000,3.03,0.0025,0.05,0.3386,1.5776
24404,Zero-Inflation Proportion pi,3.665E-6,,1000,,,0.05,,
24404,logRR,-0.4701,0.5761,1000,-0.82,0.4147,0.05,-1.6005,0.6604
24404,RR,0.6250,0.3600,1000,1.74,0.0829,0.05,-0.08152,1.3315
24464,Zero-Inflation Proportion pi,0.1438,0.1245,1000,1.16,0.2483,0.05,-0.1005,0.3881
24464,logRR,0.3896,0.3975,1000,0.98,0.3273,0.05,-0.3904,1.1696
24464,RR,1.4764,0.5869,1000,2.52,0.0120,0.05,0.3248,2.6280
24484,Zero-Inflation Proportion pi,0.1438,0.1252,1000,1.15,0.2509,0.05,-0.1018,0.3894
24484,logRR,0.3897,0.3996,1000,0.97,0.3298,0.05,-0.3946,1.1739
24484,RR,1.4765,0.5901,1000,2.50,0.0125,0.05,0.3186,2.6344
24518,Zero-Inflation Proportion pi,0.01053,0.2708,1000,0.04,0.9690,0.05,-0.5208,0.5419
24518,logRR,0.3073,0.5022,1000,0.61,0.5408,0.05,-0.6782,1.2928
24518,RR,1.3597,0.6828,1000,1.99,0.0467,0.05,0.01973,2.6997
24521,Zero-Inflation Proportion pi,3.006E-6,0.000487,1000,0.01,0.9951,0.05,-0.00095,0.000959
24521,logRR,0.4702,0.3813,1000,1.23,0.2178,0.05,-0.2780,1.2185
24521,RR,1.6004,0.6102,1000,2.62,0.0089,0.05,0.4029,2.7979
25399,Zero-Inflation Proportion pi,0,,1000,,,0.05,,
25399,logRR,0.07145,0.4401,1000,0.16,0.8711,0.05,-0.7923,0.9352
25399,RR,1.0741,0.4727,1000,2.27,0.0233,0.05,0.1464,2.0018
25439,Zero-Inflation Proportion pi,0.000471,,1000,,,0.05,,
25439,logRR,0.3137,0.2292,1000,1.37,0.1714,0.05,-0.1360,0.7635
25439,RR,1.3685,0.3137,1000,4.36,<.0001,0.05,0.7530,1.9841
25444,Zero-Inflation Proportion pi,0.000021,,1000,,,0.05,,
25444,logRR,0.5082,,1000,,,0.05,,
25444,RR,1.6624,,1000,,,0.05,,
25681,Zero-Inflation Proportion pi,1.767E-6,8.492E-6,1000,0.21,0.8352,0.05,-0.00001,0.000018
25681,logRR,0.1785,0.2300,1000,0.78,0.4380,0.05,-0.2729,0.6299
25681,RR,1.1954,0.2750,1000,4.35,<.0001,0.05,0.6558,1.7350
25687,Zero-Inflation Proportion pi,0.01697,,1000,,,0.05,,
25687,logRR,-0.1829,,1000,,,0.05,,
25687,RR,0.8328,,1000,,,0.05,,
25688,Zero-Inflation Proportion pi,0.09741,0.1152,1000,0.85,0.3978,0.05,-0.1286,0.3234
25688,logRR,0.4573,0.3894,1000,1.17,0.2406,0.05,-0.3070,1.2215
25688,RR,1.5797,0.6152,1000,2.57,0.0104,0.05,0.3725,2.7870
25944,Zero-Inflation Proportion pi,1.399E-7,,1000,,,0.05,,
25944,logRR,0.04012,0.1818,1000,0.22,0.8254,0.05,-0.3167,0.3970
25944,RR,1.0409,0.1893,1000,5.50,<.0001,0.05,0.6695,1.4124
25964,Zero-Inflation Proportion pi,0.1272,0.1161,1000,1.10,0.2737,0.05,-0.1007,0.3550
25964,logRR,0.3320,0.3022,1000,1.10,0.2723,0.05,-0.2611,0.9250
25964,RR,1.3937,0.4212,1000,3.31,0.0010,0.05,0.5671,2.2202
25965,Zero-Inflation Proportion pi,0.07072,0.06655,1000,1.06,0.2882,0.05,-0.05987,0.2013
25965,logRR,0.3336,0.1743,1000,1.91,0.0560,0.05,-0.00858,0.6757
25965,RR,1.3959,0.2434,1000,5.74,<.0001,0.05,0.9183,1.8735
25989,Zero-Inflation Proportion pi,3.399E-7,0.000131,1000,0.00,0.9979,0.05,-0.00026,0.000257
25989,logRR,0.2349,0.3136,1000,0.75,0.4541,0.05,-0.3806,0.8503
25989,RR,1.2647,0.3967,1000,3.19,0.0015,0.05,0.4864,2.0431
25992,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
25992,logRR,0.3569,0.3785,1000,0.94,0.3460,0.05,-0.3859,1.0996
25992,RR,1.4289,0.5408,1000,2.64,0.0084,0.05,0.3676,2.4901
26863,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
26863,logRR,-0.6865,0.6870,1000,-1.00,0.3179,0.05,-2.0347,0.6617
26863,RR,0.5033,0.3458,1000,1.46,0.1458,0.05,-0.1753,1.1819
26867,Zero-Inflation Proportion pi,0.000038,0.000810,1000,0.05,0.9623,0.05,-0.00155,0.001628
26867,logRR,0.4922,0.2319,1000,2.12,0.0341,0.05,0.03707,0.9473
26867,RR,1.6359,0.3794,1000,4.31,<.0001,0.05,0.8914,2.3804
27025,Zero-Inflation Proportion pi,1.558E-6,0.000403,1000,0.00,0.9969,0.05,-0.00079,0.000792
27025,logRR,-0.1727,0.4734,1000,-0.36,0.7153,0.05,-1.1016,0.7562
27025,RR,0.8414,0.3983,1000,2.11,0.0349,0.05,0.05982,1.6230
27135,Zero-Inflation Proportion pi,2.332E-7,,1000,,,0.05,,
27135,logRR,0.1356,0.2765,1000,0.49,0.6239,0.05,-0.4069,0.6781
27135,RR,1.1452,0.3166,1000,3.62,0.0003,0.05,0.5239,1.7665
27223,Zero-Inflation Proportion pi,0.2218,0.000079,1000,2797.18,<.0001,0.05,0.2216,0.2220
27223,logRR,-0.3126,0.000286,1000,-1093.5,<.0001,0.05,-0.3132,-0.3121
27223,RR,0.7315,0.000209,1000,3497.80,<.0001,0.05,0.7311,0.7319
27229,Zero-Inflation Proportion pi,0.1861,0.1184,1000,1.57,0.1163,0.05,-0.04625,0.4184
27229,logRR,-0.5173,0.2103,1000,-2.46,0.0141,0.05,-0.9299,-0.1046
27229,RR,0.5961,0.1254,1000,4.76,<.0001,0.05,0.3501,0.8421
27232,Zero-Inflation Proportion pi,0.000184,,1000,,,0.05,,
27232,logRR,-0.2005,,1000,,,0.05,,
27232,RR,0.8183,,1000,,,0.05,,
27234,Zero-Inflation Proportion pi,0.006504,,1000,,,0.05,,
27234,logRR,0.1513,,1000,,,0.05,,
27234,RR,1.1634,,1000,,,0.05,,
27238,Zero-Inflation Proportion pi,0.09747,0.08822,1000,1.10,0.2695,0.05,-0.07564,0.2706
27238,logRR,-0.3353,0.4748,1000,-0.71,0.4802,0.05,-1.2670,0.5964
27238,RR,0.7151,0.3395,1000,2.11,0.0354,0.05,0.04886,1.3814
27242,Zero-Inflation Proportion pi,0.1860,,1000,,,0.05,,
27242,logRR,-0.4384,,1000,,,0.05,,
27242,RR,0.6451,,1000,,,0.05,,
27260,Zero-Inflation Proportion pi,0.2380,0.1547,1000,1.54,0.1243,0.05,-0.06560,0.5416
27260,logRR,0.06007,0.1953,1000,0.31,0.7584,0.05,-0.3231,0.4433
27260,RR,1.0619,0.2074,1000,5.12,<.0001,0.05,0.6550,1.4688
27262,Zero-Inflation Proportion pi,6.313E-8,0.000056,1000,0.00,0.9991,0.05,-0.00011,0.000111
27262,logRR,-1.3518,0.9127,1000,-1.48,0.1389,0.05,-3.1428,0.4392
27262,RR,0.2588,0.2362,1000,1.10,0.2735,0.05,-0.2047,0.7222
27266,Zero-Inflation Proportion pi,0.1542,,1000,,,0.05,,
27266,logRR,-0.5273,,1000,,,0.05,,
27266,RR,0.5902,,1000,,,0.05,,
27523,Zero-Inflation Proportion pi,0.000713,,1000,,,0.05,,
27523,logRR,-2.6634,,1000,,,0.05,,
27523,RR,0.06971,,1000,,,0.05,,
27837,Zero-Inflation Proportion pi,2.502E-6,0.000790,1000,0.00,0.9975,0.05,-0.00155,0.001553
27837,logRR,0.6729,0.4780,1000,1.41,0.1595,0.05,-0.2651,1.6109
27837,RR,1.9599,0.9369,1000,2.09,0.0367,0.05,0.1215,3.7984
27849,Zero-Inflation Proportion pi,1.708E-6,,1000,,,0.05,,
27849,logRR,0.3032,0.1969,1000,1.54,0.1239,0.05,-0.08320,0.6897
27849,RR,1.3542,0.2667,1000,5.08,<.0001,0.05,0.8309,1.8776
27852,Zero-Inflation Proportion pi,0.000394,,1000,,,0.05,,
27852,logRR,0.5571,,1000,,,0.05,,
27852,RR,1.7456,,1000,,,0.05,,
27854,Zero-Inflation Proportion pi,0.001209,0.003774,1000,0.32,0.7488,0.05,-0.00620,0.008615
27854,logRR,0.1773,0.3530,1000,0.50,0.6156,0.05,-0.5155,0.8700
27854,RR,1.1940,0.4215,1000,2.83,0.0047,0.05,0.3669,2.0211
27856,Zero-Inflation Proportion pi,0.09688,1.687E-6,1000,57419.1,<.0001,0.05,0.09688,0.09689
27856,logRR,0.3072,0.000024,1000,12970.1,<.0001,0.05,0.3072,0.3073
27856,RR,1.3597,0.000032,1000,42215.8,<.0001,0.05,1.3596,1.3597
27858,Zero-Inflation Proportion pi,0.2006,0.1087,1000,1.85,0.0653,0.05,-0.01274,0.4139
27858,logRR,0.7075,0.2930,1000,2.41,0.0159,0.05,0.1326,1.2825
27858,RR,2.0290,0.5945,1000,3.41,0.0007,0.05,0.8624,3.1956
27860,Zero-Inflation Proportion pi,0.008420,,1000,,,0.05,,
27860,logRR,0.7677,0.4780,1000,1.61,0.1086,0.05,-0.1704,1.7058
27860,RR,2.1548,1.0301,1000,2.09,0.0367,0.05,0.1334,4.1762
27861,Zero-Inflation Proportion pi,1.13E-12,,1000,,,0.05,,
27861,logRR,0.2714,0.2398,1000,1.13,0.2579,0.05,-0.1991,0.7420
27861,RR,1.3118,0.3146,1000,4.17,<.0001,0.05,0.6946,1.9291
27876,Zero-Inflation Proportion pi,0.1407,0.1040,1000,1.35,0.1766,0.05,-0.06344,0.3448
27876,logRR,0.08527,0.2585,1000,0.33,0.7416,0.05,-0.4220,0.5926
27876,RR,1.0890,0.2815,1000,3.87,0.0001,0.05,0.5365,1.6415
27878,Zero-Inflation Proportion pi,2.543E-9,,1000,,,0.05,,
27878,logRR,-0.5983,0.7019,1000,-0.85,0.3942,0.05,-1.9757,0.7791
27878,RR,0.5497,0.3859,1000,1.42,0.1546,0.05,-0.2075,1.3070
27880,Zero-Inflation Proportion pi,6.188E-8,,1000,,,0.05,,
27880,logRR,0.2631,0.2311,1000,1.14,0.2551,0.05,-0.1903,0.7166
27880,RR,1.3010,0.3006,1000,4.33,<.0001,0.05,0.7111,1.8909
27881,Zero-Inflation Proportion pi,1.054E-6,0.000199,1000,0.01,0.9958,0.05,-0.00039,0.000393
27881,logRR,0.1217,0.2622,1000,0.46,0.6426,0.05,-0.3928,0.6363
27881,RR,1.1295,0.2962,1000,3.81,0.0001,0.05,0.5483,1.7106
27886,Zero-Inflation Proportion pi,0.1170,0.1087,1000,1.08,0.2821,0.05,-0.09629,0.3302
27886,logRR,0.05696,0.2574,1000,0.22,0.8249,0.05,-0.4481,0.5620
27886,RR,1.0586,0.2725,1000,3.89,0.0001,0.05,0.5240,1.5933
27900,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
27900,logRR,0.3150,0.1967,1000,1.60,0.1097,0.05,-0.07108,0.7010
27900,RR,1.3702,0.2695,1000,5.08,<.0001,0.05,0.8413,1.8991
27901,Zero-Inflation Proportion pi,0.000015,,1000,,,0.05,,
27901,logRR,0.3378,0.1927,1000,1.75,0.0799,0.05,-0.04030,0.7158
27901,RR,1.4018,0.2701,1000,5.19,<.0001,0.05,0.8718,1.9318
27923,Zero-Inflation Proportion pi,0.000050,,1000,,,0.05,,
27923,logRR,2.0543,0.6507,1000,3.16,0.0016,0.05,0.7775,3.3311
27923,RR,7.8013,5.0759,1000,1.54,0.1246,0.05,-2.1595,17.7620
27924,Zero-Inflation Proportion pi,0.2746,,1000,,,0.05,,
27924,logRR,0.9145,,1000,,,0.05,,
27924,RR,2.4955,,1000,,,0.05,,
27927,Zero-Inflation Proportion pi,0.1207,0.1002,1000,1.20,0.2287,0.05,-0.07593,0.3173
27927,logRR,1.6144,0.2545,1000,6.34,<.0001,0.05,1.1149,2.1139
27927,RR,5.0247,1.2790,1000,3.93,<.0001,0.05,2.5149,7.5344
28099,Zero-Inflation Proportion pi,0.000067,0.001671,1000,0.04,0.9679,0.05,-0.00321,0.003346
28099,logRR,0.2095,0.1653,1000,1.27,0.2053,0.05,-0.1149,0.5338
28099,RR,1.2330,0.2038,1000,6.05,<.0001,0.05,0.8331,1.6330
28101,Zero-Inflation Proportion pi,0.000460,0.01473,1000,0.03,0.9751,0.05,-0.02844,0.02936
28101,logRR,0.4907,0.2584,1000,1.90,0.0579,0.05,-0.01642,0.9979
28101,RR,1.6335,0.4222,1000,3.87,0.0001,0.05,0.8051,2.4619
28141,Zero-Inflation Proportion pi,2.745E-7,0.000112,1000,0.00,0.9980,0.05,-0.00022,0.000220
28141,logRR,1.0005,0.4380,1000,2.28,0.0226,0.05,0.1409,1.8601
28141,RR,2.7197,1.1913,1000,2.28,0.0226,0.05,0.3819,5.0574
28144,Zero-Inflation Proportion pi,0.000044,,1000,,,0.05,,
28144,logRR,0.8294,,1000,,,0.05,,
28144,RR,2.2919,,1000,,,0.05,,
28146,Zero-Inflation Proportion pi,0.000611,,1000,,,0.05,,
28146,logRR,0.6528,,1000,,,0.05,,
28146,RR,1.9209,,1000,,,0.05,,
28153,Zero-Inflation Proportion pi,3.694E-6,,1000,,,0.05,,
28153,logRR,0.1968,,1000,,,0.05,,
28153,RR,1.2175,,1000,,,0.05,,
28159,Zero-Inflation Proportion pi,0.09199,0.1422,1000,0.65,0.5178,0.05,-0.1870,0.3710
28159,logRR,0.9163,0.4154,1000,2.21,0.0276,0.05,0.1012,1.7314
28159,RR,2.5000,1.0384,1000,2.41,0.0162,0.05,0.4623,4.5378
28333,Zero-Inflation Proportion pi,0.2218,0.09803,1000,2.26,0.0239,0.05,0.02946,0.4142
28333,logRR,0.5812,0.1893,1000,3.07,0.0022,0.05,0.2098,0.9526
28333,RR,1.7882,0.3385,1000,5.28,<.0001,0.05,1.1241,2.4524
28339,Zero-Inflation Proportion pi,0.2849,0.1209,1000,2.36,0.0187,0.05,0.04757,0.5223
28339,logRR,0.6941,0.2119,1000,3.28,0.0011,0.05,0.2783,1.1099
28339,RR,2.0018,0.4242,1000,4.72,<.0001,0.05,1.1694,2.8342
28343,Zero-Inflation Proportion pi,0.2000,0.1265,1000,1.58,0.1142,0.05,-0.04822,0.4482
28343,logRR,0.8067,0.2495,1000,3.23,0.0013,0.05,0.3172,1.2963
28343,RR,2.2406,0.5590,1000,4.01,<.0001,0.05,1.1436,3.3375
28374,Zero-Inflation Proportion pi,0.1040,2.136E-6,1000,48716.4,<.0001,0.05,0.1040,0.1040
28374,logRR,0.8944,0.000025,1000,35232.5,<.0001,0.05,0.8944,0.8945
28374,RR,2.4460,0.000062,1000,39390.5,<.0001,0.05,2.4458,2.4461
28476,Zero-Inflation Proportion pi,1.92E-19,,1000,,,0.05,,
28476,logRR,0.06106,0.3244,1000,0.19,0.8507,0.05,-0.5755,0.6976
28476,RR,1.0630,0.3448,1000,3.08,0.0021,0.05,0.3863,1.7396
28568,Zero-Inflation Proportion pi,8.424E-7,0.000320,1000,0.00,0.9979,0.05,-0.00063,0.000629
28568,logRR,-0.1108,0.3822,1000,-0.29,0.7719,0.05,-0.8609,0.6392
28568,RR,0.8951,0.3421,1000,2.62,0.0090,0.05,0.2237,1.5664
28639,Zero-Inflation Proportion pi,0.1381,0.1102,1000,1.25,0.2105,0.05,-0.07816,0.3544
28639,logRR,0.2185,0.1658,1000,1.32,0.1876,0.05,-0.1067,0.5438
28639,RR,1.2443,0.2062,1000,6.03,<.0001,0.05,0.8395,1.6490
28643,Zero-Inflation Proportion pi,0.1519,0.1172,1000,1.30,0.1953,0.05,-0.07813,0.3820
28643,logRR,-0.1948,0.1518,1000,-1.28,0.1999,0.05,-0.4927,0.1032
28643,RR,0.8230,0.1250,1000,6.59,<.0001,0.05,0.5778,1.0682
28688,Zero-Inflation Proportion pi,0.1381,0.1102,1000,1.25,0.2105,0.05,-0.07816,0.3544
28688,logRR,0.2185,0.1658,1000,1.32,0.1876,0.05,-0.1067,0.5438
28688,RR,1.2443,0.2062,1000,6.03,<.0001,0.05,0.8395,1.6490
28692,Zero-Inflation Proportion pi,0.1519,0.1172,1000,1.30,0.1953,0.05,-0.07813,0.3820
28692,logRR,-0.1948,0.1518,1000,-1.28,0.1999,0.05,-0.4927,0.1032
28692,RR,0.8230,0.1250,1000,6.59,<.0001,0.05,0.5778,1.0682
29048,Zero-Inflation Proportion pi,0.1850,,1000,,,0.05,,
29048,logRR,0.1323,,1000,,,0.05,,
29048,RR,1.1415,,1000,,,0.05,,
29050,Zero-Inflation Proportion pi,0.1850,,1000,,,0.05,,
29050,logRR,0.1323,,1000,,,0.05,,
29050,RR,1.1415,,1000,,,0.05,,
29149,Zero-Inflation Proportion pi,5.295E-8,0.000017,1000,0.00,0.9975,0.05,-0.00003,0.000033
29149,logRR,-0.2867,0.1942,1000,-1.48,0.1402,0.05,-0.6679,0.09442
29149,RR,0.7507,0.1458,1000,5.15,<.0001,0.05,0.4646,1.0368
29159,Zero-Inflation Proportion pi,4.44E-30,,1000,,,0.05,,
29159,logRR,0.1166,,1000,,,0.05,,
29159,RR,1.1237,,1000,,,0.05,,
29177,Zero-Inflation Proportion pi,0.002184,,1000,,,0.05,,
29177,logRR,-0.08998,0.1144,1000,-0.79,0.4317,0.05,-0.3145,0.1345
29177,RR,0.9140,0.1046,1000,8.74,<.0001,0.05,0.7088,1.1191
29178,Zero-Inflation Proportion pi,0.1111,0.07701,1000,1.44,0.1494,0.05,-0.04002,0.2622
