metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
1052,RR,1.1096,0.4014,1000,2.76,0.0058,0.05,0.3220,1.8973
1053,logRR,0.7622,0.5006,1000,1.52,0.1282,0.05,-0.2202,1.7445
1053,RR,2.1429,1.0727,1000,2.00,0.0460,0.05,0.03784,4.2479
1054,logRR,0.2516,0.4057,1000,0.62,0.5353,0.05,-0.5446,1.0479
1054,RR,1.2861,0.5218,1000,2.46,0.0139,0.05,0.2621,2.3102
1055,logRR,0.7429,0.4830,1000,1.54,0.1244,0.05,-0.2049,1.6908
1055,RR,2.1021,1.0154,1000,2.07,0.0387,0.05,0.1096,4.0946
1056,logRR,-0.1655,0.3509,1000,-0.47,0.6373,0.05,-0.8542,0.5232
1056,RR,0.8475,0.2974,1000,2.85,0.0045,0.05,0.2639,1.4311
1057,logRR,0.2701,0.4783,1000,0.56,0.5724,0.05,-0.6685,1.2087
1057,RR,1.3101,0.6266,1000,2.09,0.0368,0.05,0.08042,2.5398
1058,logRR,-0.02469,0.3363,1000,-0.07,0.9415,0.05,-0.6846,0.6352
1058,RR,0.9756,0.3281,1000,2.97,0.0030,0.05,0.3318,1.6194
1059,logRR,0.1302,,1000,,,0.05,,
1059,RR,1.1391,,1000,,,0.05,,
1060,logRR,0.7812,0.5283,1000,1.48,0.1395,0.05,-0.2555,1.8180
1060,RR,2.1842,1.1540,1000,1.89,0.0587,0.05,-0.08036,4.4487
1061,logRR,0.6979,0.3807,1000,1.83,0.0671,0.05,-0.04917,1.4449
1061,RR,2.0095,0.7650,1000,2.63,0.0088,0.05,0.5083,3.5107
1062,logRR,0.3120,0.3888,1000,0.80,0.4223,0.05,-0.4508,1.0749
1062,RR,1.3662,0.5311,1000,2.57,0.0102,0.05,0.3240,2.4085
1063,logRR,0.08405,0.4692,1000,0.18,0.8579,0.05,-0.8367,1.0048
1063,RR,1.0877,0.5104,1000,2.13,0.0333,0.05,0.08618,2.0892
1064,logRR,0.1644,0.1817,1000,0.90,0.3658,0.05,-0.1922,0.5210
1064,RR,1.1787,0.2142,1000,5.50,<.0001,0.05,0.7584,1.5990
1065,logRR,0.7942,0.5189,1000,1.53,0.1262,0.05,-0.2240,1.8123
1065,RR,2.2126,1.1480,1000,1.93,0.0542,0.05,-0.04018,4.4654
1066,logRR,1.0214,0.5433,1000,1.88,0.0604,0.05,-0.04475,2.0875
1066,RR,2.7770,1.5087,1000,1.84,0.0660,0.05,-0.1836,5.7377
1067,logRR,0.6749,,1000,,,0.05,,
1067,RR,1.9638,,1000,,,0.05,,
1068,logRR,0.8379,,1000,,,0.05,,
1068,RR,2.3115,,1000,,,0.05,,
1069,logRR,0.6265,0.4192,1000,1.49,0.1353,0.05,-0.1960,1.4490
1069,RR,1.8711,0.7843,1000,2.39,0.0172,0.05,0.3321,3.4100
1070,logRR,0.7716,0.3739,1000,2.06,0.0393,0.05,0.03786,1.5053
1070,RR,2.1631,0.8088,1000,2.67,0.0076,0.05,0.5760,3.7502
1071,logRR,0.4647,,1000,,,0.05,,
1071,RR,1.5915,,1000,,,0.05,,
1072,logRR,1.0744,0.4872,1000,2.21,0.0277,0.05,0.1183,2.0304
1072,RR,2.9281,1.4266,1000,2.05,0.0404,0.05,0.1287,5.7276
1073,logRR,0.2016,0.3663,1000,0.55,0.5823,0.05,-0.5173,0.9205
1073,RR,1.2233,0.4482,1000,2.73,0.0065,0.05,0.3439,2.1028
1075,logRR,-0.00289,0.3652,1000,-0.01,0.9937,0.05,-0.7196,0.7138
1075,RR,0.9971,0.3642,1000,2.74,0.0063,0.05,0.2825,1.7118
1076,logRR,0.7065,0.5515,1000,1.28,0.2005,0.05,-0.3758,1.7887
1076,RR,2.0268,1.1178,1000,1.81,0.0701,0.05,-0.1667,4.2204
1077,logRR,0.1054,0.4551,1000,0.23,0.8170,0.05,-0.7877,0.9984
1077,RR,1.1111,0.5057,1000,2.20,0.0282,0.05,0.1188,2.1034
1078,logRR,0.1597,0.4161,1000,0.38,0.7012,0.05,-0.6569,0.9763
1078,RR,1.1732,0.4882,1000,2.40,0.0164,0.05,0.2151,2.1312
1079,logRR,0.1090,0.3405,1000,0.32,0.7490,0.05,-0.5592,0.7771
1079,RR,1.1151,0.3797,1000,2.94,0.0034,0.05,0.3700,1.8602
1080,logRR,0.2895,,1000,,,0.05,,
1080,RR,1.3357,,1000,,,0.05,,
1081,logRR,0.5913,0.4948,1000,1.20,0.2324,0.05,-0.3796,1.5621
1081,RR,1.8063,0.8937,1000,2.02,0.0435,0.05,0.05260,3.5599
1082,logRR,1.0680,0.3978,1000,2.69,0.0074,0.05,0.2875,1.8485
1082,RR,2.9095,1.1573,1000,2.51,0.0121,0.05,0.6386,5.1805
1083,logRR,0.2544,0.3938,1000,0.65,0.5184,0.05,-0.5184,1.0272
1083,RR,1.2897,0.5079,1000,2.54,0.0113,0.05,0.2930,2.2864
1084,logRR,0.06004,0.5046,1000,0.12,0.9053,0.05,-0.9301,1.0502
1084,RR,1.0619,0.5358,1000,1.98,0.0478,0.05,0.01048,2.1133
1085,logRR,-0.6095,0.4413,1000,-1.38,0.1675,0.05,-1.4756,0.2565
1085,RR,0.5436,0.2399,1000,2.27,0.0237,0.05,0.07283,1.0144
1086,logRR,0.3016,0.5976,1000,0.50,0.6138,0.05,-0.8710,1.4743
1086,RR,1.3521,0.8080,1000,1.67,0.0946,0.05,-0.2334,2.9376
1087,logRR,0.3926,0.4486,1000,0.88,0.3816,0.05,-0.4876,1.2729
1087,RR,1.4809,0.6643,1000,2.23,0.0260,0.05,0.1773,2.7845
1088,logRR,0.9604,0.4313,1000,2.23,0.0262,0.05,0.1140,1.8069
1088,RR,2.6128,1.1270,1000,2.32,0.0206,0.05,0.4012,4.8244
1089,logRR,0.3908,0.6935,1000,0.56,0.5732,0.05,-0.9700,1.7516
1089,RR,1.4781,1.0250,1000,1.44,0.1496,0.05,-0.5333,3.4896
1090,logRR,-0.3239,0.4139,1000,-0.78,0.4340,0.05,-1.1361,0.4883
1090,RR,0.7233,0.2994,1000,2.42,0.0159,0.05,0.1359,1.3108
1091,logRR,0.2291,0.5453,1000,0.42,0.6745,0.05,-0.8410,1.2992
1091,RR,1.2575,0.6857,1000,1.83,0.0670,0.05,-0.08819,2.6031
1092,logRR,0.1332,0.4038,1000,0.33,0.7416,0.05,-0.6592,0.9256
1092,RR,1.1424,0.4613,1000,2.48,0.0134,0.05,0.2372,2.0477
1093,logRR,-0.4124,0.2808,1000,-1.47,0.1422,0.05,-0.9634,0.1386
1093,RR,0.6621,0.1859,1000,3.56,0.0004,0.05,0.2973,1.0268
1094,logRR,0.4942,0.3645,1000,1.36,0.1755,0.05,-0.2211,1.2094
1094,RR,1.6391,0.5974,1000,2.74,0.0062,0.05,0.4667,2.8115
1095,logRR,0.5654,0.3676,1000,1.54,0.1244,0.05,-0.1560,1.2868
1095,RR,1.7602,0.6470,1000,2.72,0.0066,0.05,0.4904,3.0299
1096,logRR,0.02504,0.3402,1000,0.07,0.9413,0.05,-0.6425,0.6926
1096,RR,1.0254,0.3488,1000,2.94,0.0034,0.05,0.3409,1.7099
1097,logRR,0.9599,0.3292,1000,2.92,0.0036,0.05,0.3139,1.6060
1097,RR,2.6115,0.8597,1000,3.04,0.0024,0.05,0.9244,4.2986
1098,logRR,0.8682,0.3532,1000,2.46,0.0141,0.05,0.1752,1.5612
1098,RR,2.3826,0.8414,1000,2.83,0.0047,0.05,0.7314,4.0338
1099,logRR,0.4927,0.4297,1000,1.15,0.2518,0.05,-0.3505,1.3359
1099,RR,1.6368,0.7033,1000,2.33,0.0202,0.05,0.2566,3.0169
1100,logRR,0.02700,0.3277,1000,0.08,0.9344,0.05,-0.6161,0.6701
1100,RR,1.0274,0.3367,1000,3.05,0.0023,0.05,0.3667,1.6881
1101,logRR,0.4575,0.5692,1000,0.80,0.4217,0.05,-0.6594,1.5745
1101,RR,1.5802,0.8995,1000,1.76,0.0793,0.05,-0.1849,3.3452
1102,logRR,1.0048,0.5244,1000,1.92,0.0556,0.05,-0.02414,2.0338
1102,RR,2.7315,1.4323,1000,1.91,0.0568,0.05,-0.07915,5.5421
1103,logRR,0.4623,0.2721,1000,1.70,0.0897,0.05,-0.07169,0.9962
1103,RR,1.5877,0.4320,1000,3.67,0.0003,0.05,0.7399,2.4355
1104,logRR,0.6731,0.4557,1000,1.48,0.1400,0.05,-0.2212,1.5674
1104,RR,1.9604,0.8934,1000,2.19,0.0284,0.05,0.2072,3.7135
1105,logRR,0.2481,0.4277,1000,0.58,0.5619,0.05,-0.5911,1.0873
1105,RR,1.2816,0.5481,1000,2.34,0.0196,0.05,0.2061,2.3571
1106,logRR,-0.1704,0.3350,1000,-0.51,0.6110,0.05,-0.8277,0.4869
1106,RR,0.8433,0.2825,1000,2.99,0.0029,0.05,0.2890,1.3976
1107,logRR,0.3654,0.5927,1000,0.62,0.5376,0.05,-0.7976,1.5284
1107,RR,1.4412,0.8541,1000,1.69,0.0919,0.05,-0.2349,3.1172
1108,logRR,-0.4974,,1000,,,0.05,,
1108,RR,0.6081,,1000,,,0.05,,
1109,logRR,0.4027,,1000,,,0.05,,
1109,RR,1.4958,,1000,,,0.05,,
1110,logRR,0.9109,0.5126,1000,1.78,0.0759,0.05,-0.09504,1.9169
1110,RR,2.4866,1.2747,1000,1.95,0.0514,0.05,-0.01482,4.9880
1111,logRR,0.3070,0.4692,1000,0.65,0.5131,0.05,-0.6138,1.2278
1111,RR,1.3593,0.6378,1000,2.13,0.0333,0.05,0.1077,2.6109
1112,logRR,0.8743,0.2664,1000,3.28,0.0011,0.05,0.3515,1.3971
1112,RR,2.3972,0.6386,1000,3.75,0.0002,0.05,1.1440,3.6504
1113,logRR,0.9884,0.4859,1000,2.03,0.0422,0.05,0.03487,1.9420
1113,RR,2.6870,1.3057,1000,2.06,0.0399,0.05,0.1248,5.2493
1114,logRR,0.4054,0.3300,1000,1.23,0.2196,0.05,-0.2422,1.0531
1114,RR,1.5000,0.4951,1000,3.03,0.0025,0.05,0.5285,2.4714
1115,logRR,0.6480,0.2651,1000,2.44,0.0147,0.05,0.1278,1.1682
1115,RR,1.9117,0.5068,1000,3.77,0.0002,0.05,0.9172,2.9062
1116,logRR,-0.7233,0.4583,1000,-1.58,0.1148,0.05,-1.6226,0.1760
1116,RR,0.4851,0.2223,1000,2.18,0.0293,0.05,0.04883,0.9215
1117,logRR,0.7892,0.4455,1000,1.77,0.0768,0.05,-0.08511,1.6635
1117,RR,2.2016,0.9809,1000,2.24,0.0250,0.05,0.2767,4.1265
1118,logRR,-0.7750,0.8650,1000,-0.90,0.3705,0.05,-2.4725,0.9224
1118,RR,0.4607,0.3985,1000,1.16,0.2479,0.05,-0.3213,1.2427
1119,logRR,1.2612,0.6607,1000,1.91,0.0566,0.05,-0.03534,2.5577
1119,RR,3.5295,2.3319,1000,1.51,0.1305,0.05,-1.0465,8.1056
1120,logRR,1.0866,0.5748,1000,1.89,0.0590,0.05,-0.04146,2.2146
1120,RR,2.9641,1.7039,1000,1.74,0.0822,0.05,-0.3795,6.3078
1121,logRR,-0.2775,0.4326,1000,-0.64,0.5214,0.05,-1.1265,0.5715
1121,RR,0.7577,0.3278,1000,2.31,0.0210,0.05,0.1144,1.4009
1122,logRR,0.7124,0.2433,1000,2.93,0.0035,0.05,0.2349,1.1899
1122,RR,2.0388,0.4961,1000,4.11,<.0001,0.05,1.0653,3.0123
1123,logRR,0.4272,0.7652,1000,0.56,0.5768,0.05,-1.0744,1.9289
1123,RR,1.5330,1.1731,1000,1.31,0.1916,0.05,-0.7691,3.8351
1124,logRR,0.4609,0.4260,1000,1.08,0.2795,0.05,-0.3751,1.2970
1124,RR,1.5856,0.6755,1000,2.35,0.0191,0.05,0.2600,2.9111
1125,logRR,0.4075,0.4065,1000,1.00,0.3164,0.05,-0.3903,1.2052
1125,RR,1.5030,0.6110,1000,2.46,0.0141,0.05,0.3040,2.7021
1126,logRR,1.1299,0.4445,1000,2.54,0.0112,0.05,0.2577,2.0021
1126,RR,3.0953,1.3757,1000,2.25,0.0247,0.05,0.3956,5.7950
1127,logRR,-0.02432,0.4214,1000,-0.06,0.9540,0.05,-0.8512,0.8025
1127,RR,0.9760,0.4112,1000,2.37,0.0178,0.05,0.1690,1.7830
1128,logRR,0.6290,0.3643,1000,1.73,0.0846,0.05,-0.08599,1.3439
1128,RR,1.8757,0.6834,1000,2.74,0.0062,0.05,0.5347,3.2166
1129,logRR,0.7937,0.3995,1000,1.99,0.0472,0.05,0.009827,1.5776
1129,RR,2.2116,0.8835,1000,2.50,0.0125,0.05,0.4779,3.9453
1130,logRR,1.2371,0.5317,1000,2.33,0.0202,0.05,0.1938,2.2805
1130,RR,3.4458,1.8321,1000,1.88,0.0603,0.05,-0.1495,7.0410
1131,logRR,0.06029,0.5049,1000,0.12,0.9050,0.05,-0.9304,1.0510
1131,RR,1.0621,0.5363,1000,1.98,0.0479,0.05,0.009836,2.1145
1132,logRR,-0.3184,0.4603,1000,-0.69,0.4892,0.05,-1.2217,0.5848
1132,RR,0.7273,0.3348,1000,2.17,0.0301,0.05,0.07035,1.3842
1133,logRR,0.1719,0.4483,1000,0.38,0.7014,0.05,-0.7077,1.0516
1133,RR,1.1876,0.5323,1000,2.23,0.0259,0.05,0.1429,2.2322
1134,logRR,0.7239,0.3524,1000,2.05,0.0402,0.05,0.03231,1.4155
1134,RR,2.0625,0.7269,1000,2.84,0.0046,0.05,0.6361,3.4889
1135,logRR,0.5183,0.4272,1000,1.21,0.2254,0.05,-0.3200,1.3566
1135,RR,1.6791,0.7173,1000,2.34,0.0194,0.05,0.2715,3.0867
1136,logRR,0.9544,0.3952,1000,2.41,0.0159,0.05,0.1788,1.7300
1136,RR,2.5972,1.0265,1000,2.53,0.0116,0.05,0.5828,4.6115
1137,logRR,0.6244,0.3867,1000,1.61,0.1067,0.05,-0.1345,1.3833
1137,RR,1.8672,0.7221,1000,2.59,0.0099,0.05,0.4502,3.2842
1138,logRR,-0.3039,0.3898,1000,-0.78,0.4358,0.05,-1.0689,0.4611
1138,RR,0.7379,0.2877,1000,2.57,0.0105,0.05,0.1734,1.3025
1139,logRR,0.6208,0.3489,1000,1.78,0.0755,0.05,-0.06386,1.3055
1139,RR,1.8605,0.6491,1000,2.87,0.0042,0.05,0.5866,3.1343
1140,logRR,0.1281,0.4054,1000,0.32,0.7520,0.05,-0.6673,0.9236
1140,RR,1.1367,0.4608,1000,2.47,0.0138,0.05,0.2325,2.0409
1141,logRR,-0.4481,,1000,,,0.05,,
1141,RR,0.6388,,1000,,,0.05,,
1142,logRR,1.2371,0.4433,1000,2.79,0.0054,0.05,0.3673,2.1069
1142,RR,3.4456,1.5273,1000,2.26,0.0243,0.05,0.4486,6.4426
1144,logRR,0.3363,0.4590,1000,0.73,0.4639,0.05,-0.5644,1.2370
1144,RR,1.3998,0.6425,1000,2.18,0.0296,0.05,0.1390,2.6606
1145,logRR,0.06837,,1000,,,0.05,,
1145,RR,1.0708,,1000,,,0.05,,
1146,logRR,-0.2539,0.4603,1000,-0.55,0.5814,0.05,-1.1572,0.6494
1146,RR,0.7758,0.3571,1000,2.17,0.0301,0.05,0.07503,1.4765
1147,logRR,1.1401,0.5030,1000,2.27,0.0236,0.05,0.1531,2.1272
1147,RR,3.1272,1.5730,1000,1.99,0.0471,0.05,0.04040,6.2140
1148,logRR,0.2546,0.4795,1000,0.53,0.5956,0.05,-0.6863,1.1954
1148,RR,1.2899,0.6185,1000,2.09,0.0373,0.05,0.07624,2.5035
1149,logRR,1.0441,0.4622,1000,2.26,0.0241,0.05,0.1370,1.9512
1149,RR,2.8409,1.3131,1000,2.16,0.0307,0.05,0.2640,5.4177
1150,logRR,1.0897,0.6357,1000,1.71,0.0868,0.05,-0.1578,2.3371
1150,RR,2.9733,1.8901,1000,1.57,0.1160,0.05,-0.7358,6.6824
1151,logRR,0.5947,0.4186,1000,1.42,0.1557,0.05,-0.2267,1.4160
1151,RR,1.8124,0.7586,1000,2.39,0.0171,0.05,0.3238,3.3010
1153,logRR,-0.1610,,1000,,,0.05,,
1153,RR,0.8513,,1000,,,0.05,,
1154,logRR,0.4378,0.4266,1000,1.03,0.3050,0.05,-0.3993,1.2750
1154,RR,1.5494,0.6610,1000,2.34,0.0193,0.05,0.2523,2.8464
1155,logRR,0.4138,0.2834,1000,1.46,0.1446,0.05,-0.1423,0.9698
1155,RR,1.5125,0.4286,1000,3.53,0.0004,0.05,0.6714,2.3536
1156,logRR,0.2826,0.2927,1000,0.97,0.3346,0.05,-0.2918,0.8570
1156,RR,1.3266,0.3883,1000,3.42,0.0007,0.05,0.5645,2.0886
1157,logRR,0.5032,0.3136,1000,1.60,0.1089,0.05,-0.1122,1.1185
1157,RR,1.6539,0.5186,1000,3.19,0.0015,0.05,0.6362,2.6717
1158,logRR,0.4562,,1000,,,0.05,,
1158,RR,1.5780,,1000,,,0.05,,
1159,logRR,0.7132,,1000,,,0.05,,
1159,RR,2.0404,,1000,,,0.05,,
1160,logRR,0.2290,0.3501,1000,0.65,0.5132,0.05,-0.4581,0.9161
1160,RR,1.2574,0.4403,1000,2.86,0.0044,0.05,0.3934,2.1213
1161,logRR,0.7141,0.4496,1000,1.59,0.1126,0.05,-0.1683,1.5965
1161,RR,2.0423,0.9183,1000,2.22,0.0264,0.05,0.2403,3.8444
1162,logRR,0.3683,0.4861,1000,0.76,0.4488,0.05,-0.5856,1.3221
1162,RR,1.4453,0.7025,1000,2.06,0.0399,0.05,0.06668,2.8238
1163,logRR,0.5899,0.3589,1000,1.64,0.1005,0.05,-0.1143,1.2942
1163,RR,1.8039,0.6474,1000,2.79,0.0054,0.05,0.5335,3.0742
1164,logRR,0.3704,,1000,,,0.05,,
1164,RR,1.4484,,1000,,,0.05,,
1165,logRR,0.8400,0.4504,1000,1.87,0.0625,0.05,-0.04377,1.7238
1165,RR,2.3164,1.0433,1000,2.22,0.0266,0.05,0.2692,4.3637
1166,logRR,0.3585,0.3730,1000,0.96,0.3366,0.05,-0.3733,1.0904
1166,RR,1.4312,0.5338,1000,2.68,0.0075,0.05,0.3838,2.4787
1167,logRR,0.04955,0.3218,1000,0.15,0.8776,0.05,-0.5819,0.6810
1167,RR,1.0508,0.3381,1000,3.11,0.0019,0.05,0.3873,1.7143
1168,logRR,0.1257,,1000,,,0.05,,
1168,RR,1.1340,,1000,,,0.05,,
1169,logRR,0.1370,0.3344,1000,0.41,0.6821,0.05,-0.5193,0.7933
1169,RR,1.1468,0.3835,1000,2.99,0.0029,0.05,0.3942,1.8995
1170,logRR,-0.1220,0.4208,1000,-0.29,0.7720,0.05,-0.9478,0.7038
1170,RR,0.8852,0.3725,1000,2.38,0.0177,0.05,0.1542,1.6162
1172,logRR,0.5042,0.5843,1000,0.86,0.3883,0.05,-0.6423,1.6508
1172,RR,1.6557,0.9674,1000,1.71,0.0873,0.05,-0.2426,3.5540
1173,logRR,-0.1170,0.5350,1000,-0.22,0.8270,0.05,-1.1668,0.9328
1173,RR,0.8896,0.4759,1000,1.87,0.0619,0.05,-0.04433,1.8235
1174,logRR,1.0289,0.4041,1000,2.55,0.0110,0.05,0.2360,1.8218
1174,RR,2.7980,1.1306,1000,2.47,0.0135,0.05,0.5794,5.0167
1175,logRR,0.3777,0.4625,1000,0.82,0.4143,0.05,-0.5298,1.2853
1175,RR,1.4589,0.6747,1000,2.16,0.0308,0.05,0.1349,2.7830
1176,logRR,0.1724,0.3817,1000,0.45,0.6515,0.05,-0.5765,0.9214
1176,RR,1.1882,0.4535,1000,2.62,0.0089,0.05,0.2983,2.0781
1177,logRR,0.5945,0.4660,1000,1.28,0.2023,0.05,-0.3199,1.5089
1177,RR,1.8121,0.8444,1000,2.15,0.0321,0.05,0.1551,3.4691
1178,logRR,0.1593,,1000,,,0.05,,
1178,RR,1.1727,,1000,,,0.05,,
1179,logRR,0.1367,0.4450,1000,0.31,0.7587,0.05,-0.7365,1.0099
1179,RR,1.1465,0.5102,1000,2.25,0.0248,0.05,0.1454,2.1476
1180,logRR,-0.04951,0.5736,1000,-0.09,0.9312,0.05,-1.1751,1.0760
1180,RR,0.9517,0.5459,1000,1.74,0.0816,0.05,-0.1195,2.0229
1181,logRR,-0.3552,,1000,,,0.05,,
1181,RR,0.7010,,1000,,,0.05,,
1182,logRR,1.1634,0.4762,1000,2.44,0.0147,0.05,0.2289,2.0979
1182,RR,3.2008,1.5243,1000,2.10,0.0360,0.05,0.2096,6.1921
1183,logRR,0.8544,0.5780,1000,1.48,0.1397,0.05,-0.2798,1.9885
1183,RR,2.3499,1.3581,1000,1.73,0.0839,0.05,-0.3152,5.0150
1184,logRR,0.1345,0.4223,1000,0.32,0.7501,0.05,-0.6942,0.9633
1184,RR,1.1440,0.4832,1000,2.37,0.0181,0.05,0.1959,2.0921
1185,logRR,0.4209,0.1963,1000,2.14,0.0323,0.05,0.03568,0.8061
1185,RR,1.5233,0.2990,1000,5.09,<.0001,0.05,0.9365,2.1101
1186,logRR,0.5377,0.3713,1000,1.45,0.1479,0.05,-0.1909,1.2663
1186,RR,1.7121,0.6357,1000,2.69,0.0072,0.05,0.4646,2.9596
1187,logRR,0.3224,0.4256,1000,0.76,0.4490,0.05,-0.5128,1.1575
1187,RR,1.3804,0.5875,1000,2.35,0.0190,0.05,0.2276,2.5332
1188,logRR,0.4243,0.3312,1000,1.28,0.2005,0.05,-0.2256,1.0742
1188,RR,1.5285,0.5062,1000,3.02,0.0026,0.05,0.5351,2.5218
1189,logRR,0.5992,0.3141,1000,1.91,0.0567,0.05,-0.01714,1.2154
1189,RR,1.8206,0.5718,1000,3.18,0.0015,0.05,0.6986,2.9426
1190,logRR,0.4909,0.2997,1000,1.64,0.1018,0.05,-0.09725,1.0790
1190,RR,1.6338,0.4897,1000,3.34,0.0009,0.05,0.6729,2.5946
1191,logRR,0.4054,0.4508,1000,0.90,0.3688,0.05,-0.4793,1.2900
1191,RR,1.4999,0.6762,1000,2.22,0.0268,0.05,0.1730,2.8267
1192,logRR,0.1887,0.2979,1000,0.63,0.5265,0.05,-0.3959,0.7734
1192,RR,1.2077,0.3598,1000,3.36,0.0008,0.05,0.5016,1.9138
1193,logRR,0.5374,0.4659,1000,1.15,0.2489,0.05,-0.3768,1.4516
1193,RR,1.7116,0.7974,1000,2.15,0.0321,0.05,0.1468,3.2763
1194,logRR,0.4323,0.5350,1000,0.81,0.4193,0.05,-0.6175,1.4821
1194,RR,1.5408,0.8243,1000,1.87,0.0619,0.05,-0.07673,3.1583
1195,logRR,0.1206,0.3191,1000,0.38,0.7056,0.05,-0.5056,0.7468
1195,RR,1.1282,0.3600,1000,3.13,0.0018,0.05,0.4217,1.8346
1197,logRR,0.4593,0.3624,1000,1.27,0.2053,0.05,-0.2519,1.1705
1197,RR,1.5830,0.5737,1000,2.76,0.0059,0.05,0.4572,2.7088
1198,logRR,0.9537,0.3445,1000,2.77,0.0057,0.05,0.2777,1.6297
1198,RR,2.5953,0.8940,1000,2.90,0.0038,0.05,0.8409,4.3497
1199,logRR,0.8609,0.3645,1000,2.36,0.0184,0.05,0.1456,1.5761
1199,RR,2.3652,0.8621,1000,2.74,0.0062,0.05,0.6735,4.0569
1200,logRR,-0.4655,0.3818,1000,-1.22,0.2230,0.05,-1.2148,0.2837
1200,RR,0.6278,0.2397,1000,2.62,0.0089,0.05,0.1574,1.0982
1201,logRR,-0.3773,0.4358,1000,-0.87,0.3869,0.05,-1.2324,0.4779
1201,RR,0.6857,0.2988,1000,2.29,0.0220,0.05,0.09933,1.2722
1202,logRR,0.4732,0.4999,1000,0.95,0.3441,0.05,-0.5078,1.4542
1202,RR,1.6052,0.8024,1000,2.00,0.0457,0.05,0.03049,3.1798
1203,logRR,0.2536,,1000,,,0.05,,
1203,RR,1.2886,,1000,,,0.05,,
1204,logRR,0.1671,0.4058,1000,0.41,0.6807,0.05,-0.6293,0.9634
1204,RR,1.1818,0.4796,1000,2.46,0.0139,0.05,0.2407,2.1229
1205,logRR,0.2302,0.2114,1000,1.09,0.2764,0.05,-0.1846,0.6449
1205,RR,1.2588,0.2661,1000,4.73,<.0001,0.05,0.7367,1.7809
1206,logRR,2.4424,0.7345,1000,3.33,0.0009,0.05,1.0010,3.8837
1206,RR,11.5000,8.4467,1000,1.36,0.1737,0.05,-5.0752,28.0753
1207,logRR,0.8551,0.5574,1000,1.53,0.1253,0.05,-0.2388,1.9489
1207,RR,2.3516,1.3108,1000,1.79,0.0731,0.05,-0.2207,4.9238
1208,logRR,0.7240,0.3143,1000,2.30,0.0215,0.05,0.1072,1.3408
1208,RR,2.0626,0.6483,1000,3.18,0.0015,0.05,0.7904,3.3348
1209,logRR,0.06691,,1000,,,0.05,,
1209,RR,1.0692,,1000,,,0.05,,
1210,logRR,1.2151,0.4177,1000,2.91,0.0037,0.05,0.3953,2.0348
1210,RR,3.3706,1.4080,1000,2.39,0.0169,0.05,0.6075,6.1336
1211,logRR,0.7352,0.4676,1000,1.57,0.1162,0.05,-0.1825,1.6529
1211,RR,2.0859,0.9755,1000,2.14,0.0327,0.05,0.1717,4.0001
1212,logRR,1.2238,0.5048,1000,2.42,0.0155,0.05,0.2332,2.2144
1212,RR,3.4000,1.7163,1000,1.98,0.0479,0.05,0.03198,6.7680
1213,logRR,0.5183,0.4153,1000,1.25,0.2124,0.05,-0.2967,1.3333
1213,RR,1.6792,0.6974,1000,2.41,0.0162,0.05,0.3106,3.0477
1214,logRR,0.9981,0.3764,1000,2.65,0.0081,0.05,0.2595,1.7367
1214,RR,2.7130,1.0212,1000,2.66,0.0080,0.05,0.7091,4.7170
1215,logRR,0.3332,0.3788,1000,0.88,0.3792,0.05,-0.4100,1.0764
1215,RR,1.3954,0.5285,1000,2.64,0.0084,0.05,0.3583,2.4326
1216,logRR,0.8755,0.5431,1000,1.61,0.1073,0.05,-0.1903,1.9413
1216,RR,2.4000,1.3035,1000,1.84,0.0659,0.05,-0.1579,4.9579
1217,logRR,0.1354,0.4849,1000,0.28,0.7801,0.05,-0.8161,1.0869
1217,RR,1.1450,0.5552,1000,2.06,0.0394,0.05,0.05551,2.2345
1218,logRR,0.4481,0.3842,1000,1.17,0.2437,0.05,-0.3057,1.2019
1218,RR,1.5653,0.6013,1000,2.60,0.0094,0.05,0.3853,2.7453
1219,logRR,0.5338,0.4666,1000,1.14,0.2528,0.05,-0.3817,1.4494
1219,RR,1.7054,0.7957,1000,2.14,0.0323,0.05,0.1440,3.2669
1220,logRR,0.2411,0.3684,1000,0.65,0.5130,0.05,-0.4818,0.9639
1220,RR,1.2726,0.4688,1000,2.71,0.0067,0.05,0.3527,2.1925
1221,logRR,0.3921,0.4352,1000,0.90,0.3679,0.05,-0.4620,1.2461
1221,RR,1.4801,0.6442,1000,2.30,0.0218,0.05,0.2160,2.7441
1222,logRR,0.02368,0.4138,1000,0.06,0.9544,0.05,-0.7883,0.8357
1222,RR,1.0240,0.4237,1000,2.42,0.0158,0.05,0.1925,1.8555
1223,logRR,0.5910,,1000,,,0.05,,
1223,RR,1.8057,,1000,,,0.05,,
1224,logRR,-0.04316,0.3558,1000,-0.12,0.9035,0.05,-0.7415,0.6551
1224,RR,0.9578,0.3408,1000,2.81,0.0050,0.05,0.2890,1.6265
1225,logRR,-0.2071,0.3705,1000,-0.56,0.5764,0.05,-0.9342,0.5200
1225,RR,0.8130,0.3012,1000,2.70,0.0071,0.05,0.2219,1.4040
1226,logRR,-0.3004,0.5036,1000,-0.60,0.5510,0.05,-1.2887,0.6878
1226,RR,0.7405,0.3729,1000,1.99,0.0473,0.05,0.008694,1.4723
1227,logRR,0.09338,0.3887,1000,0.24,0.8102,0.05,-0.6693,0.8561
