metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
21832,RR,0.5541,0.1609,1000,3.44,0.0006,0.05,0.2385,0.8698
21839,Zero-Inflation Proportion pi,0.000384,,1000,,,0.05,,
21839,logRR,-0.4175,0.2454,1000,-1.70,0.0891,0.05,-0.8990,0.06397
21839,RR,0.6587,0.1616,1000,4.08,<.0001,0.05,0.3415,0.9758
21860,Zero-Inflation Proportion pi,2.589E-6,,1000,,,0.05,,
21860,logRR,0.1604,0.5637,1000,0.28,0.7760,0.05,-0.9458,1.2667
21860,RR,1.1740,0.6618,1000,1.77,0.0764,0.05,-0.1247,2.4727
21988,Zero-Inflation Proportion pi,0.000182,,1000,,,0.05,,
21988,logRR,-0.3861,,1000,,,0.05,,
21988,RR,0.6797,,1000,,,0.05,,
22339,Zero-Inflation Proportion pi,0.2553,0.07055,1000,3.62,0.0003,0.05,0.1168,0.3937
22339,logRR,-0.2756,0.1159,1000,-2.38,0.0176,0.05,-0.5029,-0.04824
22339,RR,0.7591,0.08795,1000,8.63,<.0001,0.05,0.5866,0.9317
22340,Zero-Inflation Proportion pi,0.3070,0.09502,1000,3.23,0.0013,0.05,0.1205,0.4934
22340,logRR,-0.3096,0.1268,1000,-2.44,0.0148,0.05,-0.5584,-0.06069
22340,RR,0.7338,0.09306,1000,7.89,<.0001,0.05,0.5512,0.9164
22341,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
22341,logRR,-0.1241,0.2592,1000,-0.48,0.6321,0.05,-0.6327,0.3845
22341,RR,0.8833,0.2289,1000,3.86,0.0001,0.05,0.4341,1.3325
22342,Zero-Inflation Proportion pi,0.1423,,1000,,,0.05,,
22342,logRR,-0.3391,,1000,,,0.05,,
22342,RR,0.7124,,1000,,,0.05,,
22343,Zero-Inflation Proportion pi,3.805E-6,,1000,,,0.05,,
22343,logRR,-0.00594,,1000,,,0.05,,
22343,RR,0.9941,,1000,,,0.05,,
22344,Zero-Inflation Proportion pi,0.2047,0.000122,1000,1675.25,<.0001,0.05,0.2045,0.2050
22344,logRR,-0.3763,,1000,,,0.05,,
22344,RR,0.6864,,1000,,,0.05,,
22350,Zero-Inflation Proportion pi,0.2606,0.1021,1000,2.55,0.0108,0.05,0.06025,0.4610
22350,logRR,-0.4022,0.1253,1000,-3.21,0.0014,0.05,-0.6481,-0.1562
22350,RR,0.6689,0.08383,1000,7.98,<.0001,0.05,0.5044,0.8334
22351,Zero-Inflation Proportion pi,0.000012,,1000,,,0.05,,
22351,logRR,0.05049,0.2713,1000,0.19,0.8524,0.05,-0.4819,0.5828
22351,RR,1.0518,0.2853,1000,3.69,0.0002,0.05,0.4919,1.6117
22353,Zero-Inflation Proportion pi,0.000142,0.003766,1000,0.04,0.9699,0.05,-0.00725,0.007532
22353,logRR,-0.1898,0.1173,1000,-1.62,0.1060,0.05,-0.4200,0.04038
22353,RR,0.8271,0.09703,1000,8.52,<.0001,0.05,0.6367,1.0175
22354,Zero-Inflation Proportion pi,0.2367,0.07735,1000,3.06,0.0023,0.05,0.08494,0.3885
22354,logRR,-0.3428,0.1223,1000,-2.80,0.0051,0.05,-0.5828,-0.1029
22354,RR,0.7098,0.08679,1000,8.18,<.0001,0.05,0.5394,0.8801
22355,Zero-Inflation Proportion pi,0.000014,0.001848,1000,0.01,0.9938,0.05,-0.00361,0.003641
22355,logRR,-0.2646,0.1178,1000,-2.25,0.0250,0.05,-0.4958,-0.03332
22355,RR,0.7675,0.09045,1000,8.49,<.0001,0.05,0.5901,0.9450
22603,Zero-Inflation Proportion pi,0.2112,0.1215,1000,1.74,0.0825,0.05,-0.02726,0.4498
22603,logRR,-0.05098,0.3073,1000,-0.17,0.8683,0.05,-0.6539,0.5520
22603,RR,0.9503,0.2920,1000,3.25,0.0012,0.05,0.3773,1.5233
22604,Zero-Inflation Proportion pi,0.2665,0.07634,1000,3.49,0.0005,0.05,0.1167,0.4163
22604,logRR,-0.1469,0.1173,1000,-1.25,0.2108,0.05,-0.3771,0.08333
22604,RR,0.8634,0.1013,1000,8.52,<.0001,0.05,0.6646,1.0622
22621,Zero-Inflation Proportion pi,1.124E-9,,1000,,,0.05,,
22621,logRR,-0.3519,0.4011,1000,-0.88,0.3805,0.05,-1.1389,0.4352
22621,RR,0.7034,0.2821,1000,2.49,0.0128,0.05,0.1498,1.2570
22626,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
22626,logRR,-0.1361,0.2929,1000,-0.46,0.6422,0.05,-0.7108,0.4386
22626,RR,0.8727,0.2556,1000,3.41,0.0007,0.05,0.3712,1.3743
22630,Zero-Inflation Proportion pi,0.000028,,1000,,,0.05,,
22630,logRR,-0.3911,,1000,,,0.05,,
22630,RR,0.6763,,1000,,,0.05,,
22641,Zero-Inflation Proportion pi,0.001427,0.01676,1000,0.09,0.9321,0.05,-0.03146,0.03431
22641,logRR,0.1902,0.2281,1000,0.83,0.4045,0.05,-0.2574,0.6378
22641,RR,1.2095,0.2759,1000,4.38,<.0001,0.05,0.6681,1.7509
22655,Zero-Inflation Proportion pi,0.1666,0.1076,1000,1.55,0.1216,0.05,-0.04444,0.3777
22655,logRR,-0.08553,0.1831,1000,-0.47,0.6405,0.05,-0.4448,0.2738
22655,RR,0.9180,0.1681,1000,5.46,<.0001,0.05,0.5882,1.2479
22656,Zero-Inflation Proportion pi,0.2666,,1000,,,0.05,,
22656,logRR,-0.2153,,1000,,,0.05,,
22656,RR,0.8063,,1000,,,0.05,,
22660,Zero-Inflation Proportion pi,0.2606,0.1016,1000,2.56,0.0105,0.05,0.06116,0.4601
22660,logRR,-0.09315,0.1528,1000,-0.61,0.5421,0.05,-0.3929,0.2066
22660,RR,0.9111,0.1392,1000,6.55,<.0001,0.05,0.6379,1.1842
22661,Zero-Inflation Proportion pi,0.03545,0.09741,1000,0.36,0.7160,0.05,-0.1557,0.2266
22661,logRR,-0.2642,0.2051,1000,-1.29,0.1979,0.05,-0.6667,0.1382
22661,RR,0.7678,0.1575,1000,4.88,<.0001,0.05,0.4588,1.0768
22667,Zero-Inflation Proportion pi,0.2524,1.79E-6,1000,140993,<.0001,0.05,0.2524,0.2524
22667,logRR,-0.1230,0.000018,1000,-6822.3,<.0001,0.05,-0.1230,-0.1230
22667,RR,0.8843,0.000016,1000,55459.5,<.0001,0.05,0.8842,0.8843
22783,Zero-Inflation Proportion pi,0.04208,,1000,,,0.05,,
22783,logRR,0.01869,,1000,,,0.05,,
22783,RR,1.0189,,1000,,,0.05,,
22784,Zero-Inflation Proportion pi,0.1058,0.1032,1000,1.03,0.3054,0.05,-0.09668,0.3083
22784,logRR,-0.1661,0.3269,1000,-0.51,0.6114,0.05,-0.8076,0.4753
22784,RR,0.8469,0.2769,1000,3.06,0.0023,0.05,0.3037,1.3902
22797,Zero-Inflation Proportion pi,0.000038,0.002802,1000,0.01,0.9891,0.05,-0.00546,0.005537
22797,logRR,0.9560,0.5018,1000,1.91,0.0570,0.05,-0.02867,1.9407
22797,RR,2.6014,1.3054,1000,1.99,0.0466,0.05,0.03978,5.1630
22799,Zero-Inflation Proportion pi,0.000038,0.002802,1000,0.01,0.9891,0.05,-0.00546,0.005537
22799,logRR,0.9560,0.5018,1000,1.91,0.0570,0.05,-0.02867,1.9407
22799,RR,2.6014,1.3054,1000,1.99,0.0466,0.05,0.03978,5.1630
22806,Zero-Inflation Proportion pi,0.000055,0.005413,1000,0.01,0.9918,0.05,-0.01057,0.01068
22806,logRR,0.08375,0.4215,1000,0.20,0.8425,0.05,-0.7433,0.9108
22806,RR,1.0874,0.4583,1000,2.37,0.0178,0.05,0.1881,1.9866
22811,Zero-Inflation Proportion pi,5.622E-6,0.001888,1000,0.00,0.9976,0.05,-0.00370,0.003710
22811,logRR,0.03984,0.4475,1000,0.09,0.9291,0.05,-0.8382,0.9179
22811,RR,1.0406,0.4656,1000,2.23,0.0256,0.05,0.1269,1.9544
23103,Zero-Inflation Proportion pi,0.3090,,1000,,,0.05,,
23103,logRR,0.9115,,1000,,,0.05,,
23103,RR,2.4880,,1000,,,0.05,,
23429,Zero-Inflation Proportion pi,0.000229,,1000,,,0.05,,
23429,logRR,0.5849,0.2757,1000,2.12,0.0341,0.05,0.04392,1.1258
23429,RR,1.7947,0.4947,1000,3.63,0.0003,0.05,0.8239,2.7656
23437,Zero-Inflation Proportion pi,1.162E-7,,1000,,,0.05,,
23437,logRR,0.2495,0.1087,1000,2.30,0.0219,0.05,0.03626,0.4627
23437,RR,1.2833,0.1394,1000,9.20,<.0001,0.05,1.0097,1.5570
23559,Zero-Inflation Proportion pi,0.09924,1.926E-6,1000,51526.3,<.0001,0.05,0.09923,0.09924
23559,logRR,1.2308,0.000029,1000,42798.2,<.0001,0.05,1.2308,1.2309
23559,RR,3.4240,0.000098,1000,34772.0,<.0001,0.05,3.4239,3.4242
23603,Zero-Inflation Proportion pi,0.1818,0.1163,1000,1.56,0.1181,0.05,-0.04632,0.4100
23603,logRR,-0.09405,0.1542,1000,-0.61,0.5421,0.05,-0.3967,0.2086
23603,RR,0.9102,0.1404,1000,6.48,<.0001,0.05,0.6348,1.1857
24133,Zero-Inflation Proportion pi,0.1800,0.1241,1000,1.45,0.1472,0.05,-0.06352,0.4236
24133,logRR,-0.07172,0.1872,1000,-0.38,0.7017,0.05,-0.4390,0.2956
24133,RR,0.9308,0.1742,1000,5.34,<.0001,0.05,0.5889,1.2727
24358,Zero-Inflation Proportion pi,4.14E-27,,1000,,,0.05,,
24358,logRR,-0.3081,0.4903,1000,-0.63,0.5300,0.05,-1.2703,0.6541
24358,RR,0.7349,0.3603,1000,2.04,0.0417,0.05,0.02778,1.4420
24363,Zero-Inflation Proportion pi,0.1300,0.1482,1000,0.88,0.3808,0.05,-0.1609,0.4209
24363,logRR,0.4661,0.5666,1000,0.82,0.4110,0.05,-0.6459,1.5780
24363,RR,1.5937,0.9030,1000,1.76,0.0779,0.05,-0.1784,3.3657
24396,Zero-Inflation Proportion pi,2.85E-6,0.000030,1000,0.10,0.9234,0.05,-0.00006,0.000061
24396,logRR,-0.2006,0.2588,1000,-0.78,0.4383,0.05,-0.7084,0.3072
24396,RR,0.8182,0.2117,1000,3.86,0.0001,0.05,0.4027,1.2337
24400,Zero-Inflation Proportion pi,0.000047,0.002365,1000,0.02,0.9843,0.05,-0.00460,0.004688
24400,logRR,-0.5362,0.4650,1000,-1.15,0.2491,0.05,-1.4488,0.3763
24400,RR,0.5849,0.2720,1000,2.15,0.0318,0.05,0.05116,1.1187
24402,Zero-Inflation Proportion pi,8.362E-7,0.000318,1000,0.00,0.9979,0.05,-0.00062,0.000626
24402,logRR,0.04506,0.3323,1000,0.14,0.8922,0.05,-0.6070,0.6972
24402,RR,1.0461,0.3476,1000,3.01,0.0027,0.05,0.3639,1.7283
24404,Zero-Inflation Proportion pi,3.665E-6,,1000,,,0.05,,
24404,logRR,0.7179,0.5324,1000,1.35,0.1778,0.05,-0.3269,1.7626
24404,RR,2.0501,1.0915,1000,1.88,0.0606,0.05,-0.09175,4.1919
24464,Zero-Inflation Proportion pi,0.1438,0.1245,1000,1.16,0.2483,0.05,-0.1005,0.3881
24464,logRR,-0.3890,0.3916,1000,-0.99,0.3208,0.05,-1.1575,0.3795
24464,RR,0.6777,0.2654,1000,2.55,0.0108,0.05,0.1569,1.1985
24484,Zero-Inflation Proportion pi,0.1438,0.1252,1000,1.15,0.2509,0.05,-0.1018,0.3894
24484,logRR,-0.3891,0.3917,1000,-0.99,0.3209,0.05,-1.1578,0.3797
24484,RR,0.6777,0.2655,1000,2.55,0.0108,0.05,0.1567,1.1987
24518,Zero-Inflation Proportion pi,0.01053,0.2708,1000,0.04,0.9690,0.05,-0.5208,0.5419
24518,logRR,-0.3073,0.5022,1000,-0.61,0.5408,0.05,-1.2928,0.6782
24518,RR,0.7355,0.3694,1000,1.99,0.0467,0.05,0.01065,1.4603
24521,Zero-Inflation Proportion pi,3.006E-6,0.000487,1000,0.01,0.9951,0.05,-0.00095,0.000959
24521,logRR,0.1028,0.4582,1000,0.22,0.8226,0.05,-0.7963,1.0019
24521,RR,1.1082,0.5078,1000,2.18,0.0293,0.05,0.1118,2.1047
25399,Zero-Inflation Proportion pi,0,,1000,,,0.05,,
25399,logRR,-0.07145,0.4401,1000,-0.16,0.8711,0.05,-0.9352,0.7923
25399,RR,0.9310,0.4098,1000,2.27,0.0233,0.05,0.1269,1.7352
25439,Zero-Inflation Proportion pi,0.000471,,1000,,,0.05,,
25439,logRR,-0.3423,0.1829,1000,-1.87,0.0616,0.05,-0.7013,0.01665
25439,RR,0.7101,0.1299,1000,5.47,<.0001,0.05,0.4552,0.9650
25444,Zero-Inflation Proportion pi,0.000021,,1000,,,0.05,,
25444,logRR,-0.4399,,1000,,,0.05,,
25444,RR,0.6441,,1000,,,0.05,,
25681,Zero-Inflation Proportion pi,1.767E-6,8.492E-6,1000,0.21,0.8352,0.05,-0.00001,0.000018
25681,logRR,-0.2139,0.2091,1000,-1.02,0.3065,0.05,-0.6242,0.1963
25681,RR,0.8074,0.1688,1000,4.78,<.0001,0.05,0.4762,1.1387
25687,Zero-Inflation Proportion pi,0.01697,,1000,,,0.05,,
25687,logRR,-0.1558,,1000,,,0.05,,
25687,RR,0.8557,,1000,,,0.05,,
25688,Zero-Inflation Proportion pi,0.09741,0.1152,1000,0.85,0.3978,0.05,-0.1286,0.3234
25688,logRR,-0.3557,0.4006,1000,-0.89,0.3749,0.05,-1.1418,0.4305
25688,RR,0.7007,0.2807,1000,2.50,0.0127,0.05,0.1498,1.2516
25944,Zero-Inflation Proportion pi,1.399E-7,,1000,,,0.05,,
25944,logRR,0.08718,0.1745,1000,0.50,0.6174,0.05,-0.2552,0.4295
25944,RR,1.0911,0.1904,1000,5.73,<.0001,0.05,0.7175,1.4646
25964,Zero-Inflation Proportion pi,0.1272,0.1161,1000,1.10,0.2737,0.05,-0.1007,0.3550
25964,logRR,-0.3361,0.2765,1000,-1.22,0.2246,0.05,-0.8787,0.2066
25964,RR,0.7146,0.1976,1000,3.62,0.0003,0.05,0.3268,1.1024
25965,Zero-Inflation Proportion pi,0.07072,0.06655,1000,1.06,0.2882,0.05,-0.05987,0.2013
25965,logRR,-0.3336,0.1743,1000,-1.91,0.0560,0.05,-0.6757,0.008575
25965,RR,0.7164,0.1249,1000,5.74,<.0001,0.05,0.4713,0.9615
25989,Zero-Inflation Proportion pi,3.399E-7,0.000131,1000,0.00,0.9979,0.05,-0.00026,0.000257
25989,logRR,-0.1287,0.3094,1000,-0.42,0.6775,0.05,-0.7359,0.4785
25989,RR,0.8792,0.2721,1000,3.23,0.0013,0.05,0.3453,1.4131
25992,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
25992,logRR,-0.4299,0.3533,1000,-1.22,0.2240,0.05,-1.1231,0.2634
25992,RR,0.6506,0.2298,1000,2.83,0.0047,0.05,0.1996,1.1016
26863,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
26863,logRR,1.2635,0.6303,1000,2.00,0.0453,0.05,0.02660,2.5003
26863,RR,3.5376,2.2297,1000,1.59,0.1129,0.05,-0.8379,7.9131
26867,Zero-Inflation Proportion pi,0.000038,0.000810,1000,0.05,0.9623,0.05,-0.00155,0.001628
26867,logRR,-0.09503,0.1670,1000,-0.57,0.5694,0.05,-0.4227,0.2326
26867,RR,0.9093,0.1518,1000,5.99,<.0001,0.05,0.6114,1.2073
27025,Zero-Inflation Proportion pi,1.558E-6,0.000403,1000,0.00,0.9969,0.05,-0.00079,0.000792
27025,logRR,0.7936,0.3367,1000,2.36,0.0186,0.05,0.1329,1.4543
27025,RR,2.2113,0.7446,1000,2.97,0.0030,0.05,0.7502,3.6724
27135,Zero-Inflation Proportion pi,2.332E-7,,1000,,,0.05,,
27135,logRR,-0.2516,0.2179,1000,-1.15,0.2485,0.05,-0.6792,0.1760
27135,RR,0.7776,0.1694,1000,4.59,<.0001,0.05,0.4451,1.1100
27223,Zero-Inflation Proportion pi,0.2218,0.000079,1000,2797.18,<.0001,0.05,0.2216,0.2220
27223,logRR,0.3465,0.000275,1000,1260.79,<.0001,0.05,0.3460,0.3470
27223,RR,1.4141,0.000389,1000,3638.60,<.0001,0.05,1.4134,1.4149
27229,Zero-Inflation Proportion pi,0.1861,0.1184,1000,1.57,0.1163,0.05,-0.04625,0.4184
27229,logRR,0.4923,0.2071,1000,2.38,0.0176,0.05,0.08591,0.8986
27229,RR,1.6360,0.3388,1000,4.83,<.0001,0.05,0.9712,2.3008
27232,Zero-Inflation Proportion pi,0.000184,,1000,,,0.05,,
27232,logRR,0.1012,,1000,,,0.05,,
27232,RR,1.1065,,1000,,,0.05,,
27234,Zero-Inflation Proportion pi,0.006504,,1000,,,0.05,,
27234,logRR,0.01021,,1000,,,0.05,,
27234,RR,1.0103,,1000,,,0.05,,
27238,Zero-Inflation Proportion pi,0.09747,0.08822,1000,1.10,0.2695,0.05,-0.07564,0.2706
27238,logRR,0.1405,0.4127,1000,0.34,0.7336,0.05,-0.6694,0.9504
27238,RR,1.1508,0.4750,1000,2.42,0.0156,0.05,0.2188,2.0829
27242,Zero-Inflation Proportion pi,0.1860,,1000,,,0.05,,
27242,logRR,0.4544,,1000,,,0.05,,
27242,RR,1.5752,,1000,,,0.05,,
27260,Zero-Inflation Proportion pi,0.2380,0.1547,1000,1.54,0.1243,0.05,-0.06560,0.5416
27260,logRR,-0.04132,0.1825,1000,-0.23,0.8209,0.05,-0.3994,0.3167
27260,RR,0.9595,0.1751,1000,5.48,<.0001,0.05,0.6160,1.3031
27262,Zero-Inflation Proportion pi,6.313E-8,0.000056,1000,0.00,0.9991,0.05,-0.00011,0.000111
27262,logRR,0.3948,0.5630,1000,0.70,0.4833,0.05,-0.7100,1.4997
27262,RR,1.4841,0.8356,1000,1.78,0.0760,0.05,-0.1556,3.1239
27266,Zero-Inflation Proportion pi,0.1542,,1000,,,0.05,,
27266,logRR,0.6116,,1000,,,0.05,,
27266,RR,1.8435,,1000,,,0.05,,
27523,Zero-Inflation Proportion pi,0.000713,,1000,,,0.05,,
27523,logRR,-1.2091,,1000,,,0.05,,
27523,RR,0.2985,,1000,,,0.05,,
27837,Zero-Inflation Proportion pi,2.502E-6,0.000790,1000,0.00,0.9975,0.05,-0.00155,0.001553
27837,logRR,-0.6616,0.4092,1000,-1.62,0.1062,0.05,-1.4646,0.1414
27837,RR,0.5160,0.2112,1000,2.44,0.0147,0.05,0.1017,0.9304
27849,Zero-Inflation Proportion pi,1.708E-6,,1000,,,0.05,,
27849,logRR,-0.4382,0.1521,1000,-2.88,0.0040,0.05,-0.7367,-0.1398
27849,RR,0.6452,0.09812,1000,6.58,<.0001,0.05,0.4526,0.8377
27852,Zero-Inflation Proportion pi,0.000394,,1000,,,0.05,,
27852,logRR,-0.8920,,1000,,,0.05,,
27852,RR,0.4098,,1000,,,0.05,,
27854,Zero-Inflation Proportion pi,0.001209,0.003774,1000,0.32,0.7488,0.05,-0.00620,0.008615
27854,logRR,-0.4284,0.2474,1000,-1.73,0.0836,0.05,-0.9138,0.05698
27854,RR,0.6515,0.1612,1000,4.04,<.0001,0.05,0.3353,0.9678
27856,Zero-Inflation Proportion pi,0.09688,1.687E-6,1000,57419.1,<.0001,0.05,0.09688,0.09689
27856,logRR,-0.4920,0.000024,1000,-20840,<.0001,0.05,-0.4920,-0.4920
27856,RR,0.6114,0.000014,1000,42358.3,<.0001,0.05,0.6114,0.6114
27858,Zero-Inflation Proportion pi,0.2006,0.1087,1000,1.85,0.0653,0.05,-0.01274,0.4139
27858,logRR,-0.7735,0.2799,1000,-2.76,0.0058,0.05,-1.3227,-0.2243
27858,RR,0.4614,0.1291,1000,3.57,0.0004,0.05,0.2080,0.7148
27860,Zero-Inflation Proportion pi,0.008420,,1000,,,0.05,,
27860,logRR,-0.2039,0.2160,1000,-0.94,0.3453,0.05,-0.6277,0.2199
27860,RR,0.8155,0.1761,1000,4.63,<.0001,0.05,0.4699,1.1612
27861,Zero-Inflation Proportion pi,1.13E-12,,1000,,,0.05,,
27861,logRR,-0.4160,0.1713,1000,-2.43,0.0154,0.05,-0.7522,-0.07979
27861,RR,0.6597,0.1130,1000,5.84,<.0001,0.05,0.4379,0.8815
27876,Zero-Inflation Proportion pi,0.1407,0.1040,1000,1.35,0.1766,0.05,-0.06344,0.3448
27876,logRR,-0.1038,0.3045,1000,-0.34,0.7333,0.05,-0.7014,0.4938
27876,RR,0.9014,0.2745,1000,3.28,0.0011,0.05,0.3627,1.4401
27878,Zero-Inflation Proportion pi,2.543E-9,,1000,,,0.05,,
27878,logRR,-0.5701,0.7082,1000,-0.80,0.4211,0.05,-1.9599,0.8197
27878,RR,0.5655,0.4005,1000,1.41,0.1583,0.05,-0.2204,1.3514
27880,Zero-Inflation Proportion pi,6.188E-8,,1000,,,0.05,,
27880,logRR,-0.3266,0.1623,1000,-2.01,0.0444,0.05,-0.6450,-0.00813
27880,RR,0.7214,0.1171,1000,6.16,<.0001,0.05,0.4917,0.9511
27881,Zero-Inflation Proportion pi,1.054E-6,0.000199,1000,0.01,0.9958,0.05,-0.00039,0.000393
27881,logRR,-0.3752,0.1859,1000,-2.02,0.0439,0.05,-0.7400,-0.01033
27881,RR,0.6872,0.1278,1000,5.38,<.0001,0.05,0.4365,0.9379
27886,Zero-Inflation Proportion pi,0.1170,0.1087,1000,1.08,0.2821,0.05,-0.09629,0.3302
27886,logRR,-0.08626,0.2661,1000,-0.32,0.7459,0.05,-0.6085,0.4360
27886,RR,0.9174,0.2441,1000,3.76,0.0002,0.05,0.4383,1.3964
27900,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
27900,logRR,-0.4358,0.1591,1000,-2.74,0.0063,0.05,-0.7479,-0.1236
27900,RR,0.6468,0.1029,1000,6.29,<.0001,0.05,0.4449,0.8487
27901,Zero-Inflation Proportion pi,0.000015,,1000,,,0.05,,
27901,logRR,-0.4115,0.1567,1000,-2.63,0.0088,0.05,-0.7189,-0.1040
27901,RR,0.6627,0.1038,1000,6.38,<.0001,0.05,0.4589,0.8664
27923,Zero-Inflation Proportion pi,0.000050,,1000,,,0.05,,
27923,logRR,-1.9205,0.5767,1000,-3.33,0.0009,0.05,-3.0522,-0.7889
27923,RR,0.1465,0.08450,1000,1.73,0.0832,0.05,-0.01929,0.3123
27924,Zero-Inflation Proportion pi,0.2746,,1000,,,0.05,,
27924,logRR,-1.0415,,1000,,,0.05,,
27924,RR,0.3529,,1000,,,0.05,,
27927,Zero-Inflation Proportion pi,0.1207,0.1002,1000,1.20,0.2287,0.05,-0.07593,0.3173
27927,logRR,-1.5997,0.2566,1000,-6.23,<.0001,0.05,-2.1033,-1.0962
27927,RR,0.2019,0.05182,1000,3.90,0.0001,0.05,0.1003,0.3036
28099,Zero-Inflation Proportion pi,0.000067,0.001671,1000,0.04,0.9679,0.05,-0.00321,0.003346
28099,logRR,-0.3181,0.1869,1000,-1.70,0.0891,0.05,-0.6849,0.04874
28099,RR,0.7276,0.1360,1000,5.35,<.0001,0.05,0.4607,0.9944
28101,Zero-Inflation Proportion pi,0.000460,0.01473,1000,0.03,0.9751,0.05,-0.02844,0.02936
28101,logRR,-0.08767,0.2247,1000,-0.39,0.6965,0.05,-0.5287,0.3533
28101,RR,0.9161,0.2059,1000,4.45,<.0001,0.05,0.5121,1.3200
28141,Zero-Inflation Proportion pi,2.745E-7,0.000112,1000,0.00,0.9980,0.05,-0.00022,0.000220
28141,logRR,-0.3171,0.6561,1000,-0.48,0.6290,0.05,-1.6045,0.9704
28141,RR,0.7283,0.4778,1000,1.52,0.1278,0.05,-0.2094,1.6660
28144,Zero-Inflation Proportion pi,0.000044,,1000,,,0.05,,
28144,logRR,-0.6557,,1000,,,0.05,,
28144,RR,0.5191,,1000,,,0.05,,
28146,Zero-Inflation Proportion pi,0.000611,,1000,,,0.05,,
28146,logRR,-0.1190,,1000,,,0.05,,
28146,RR,0.8878,,1000,,,0.05,,
28153,Zero-Inflation Proportion pi,3.694E-6,,1000,,,0.05,,
28153,logRR,-0.3434,,1000,,,0.05,,
28153,RR,0.7094,,1000,,,0.05,,
28159,Zero-Inflation Proportion pi,0.09199,0.1422,1000,0.65,0.5178,0.05,-0.1870,0.3710
28159,logRR,-0.9163,0.4154,1000,-2.21,0.0276,0.05,-1.7314,-0.1012
28159,RR,0.4000,0.1661,1000,2.41,0.0162,0.05,0.07396,0.7260
28333,Zero-Inflation Proportion pi,0.2218,0.09803,1000,2.26,0.0239,0.05,0.02946,0.4142
28333,logRR,-0.5544,0.1821,1000,-3.04,0.0024,0.05,-0.9118,-0.1969
28333,RR,0.5744,0.1046,1000,5.49,<.0001,0.05,0.3691,0.7798
28339,Zero-Inflation Proportion pi,0.2849,0.1209,1000,2.36,0.0187,0.05,0.04757,0.5223
28339,logRR,-0.6353,0.1947,1000,-3.26,0.0011,0.05,-1.0173,-0.2533
28339,RR,0.5298,0.1031,1000,5.14,<.0001,0.05,0.3274,0.7322
28343,Zero-Inflation Proportion pi,0.2000,0.1265,1000,1.58,0.1142,0.05,-0.04822,0.4482
28343,logRR,-0.7684,0.2323,1000,-3.31,0.0010,0.05,-1.2243,-0.3126
28343,RR,0.4637,0.1077,1000,4.31,<.0001,0.05,0.2524,0.6751
28374,Zero-Inflation Proportion pi,0.1040,2.136E-6,1000,48716.4,<.0001,0.05,0.1040,0.1040
28374,logRR,-0.8700,0.000026,1000,-34029,<.0001,0.05,-0.8701,-0.8700
28374,RR,0.4189,0.000011,1000,39111.9,<.0001,0.05,0.4189,0.4190
28476,Zero-Inflation Proportion pi,1.92E-19,,1000,,,0.05,,
28476,logRR,-0.00697,0.3316,1000,-0.02,0.9832,0.05,-0.6577,0.6438
28476,RR,0.9931,0.3293,1000,3.02,0.0026,0.05,0.3468,1.6393
28568,Zero-Inflation Proportion pi,8.424E-7,0.000320,1000,0.00,0.9979,0.05,-0.00063,0.000629
28568,logRR,0.2075,0.3851,1000,0.54,0.5902,0.05,-0.5483,0.9632
28568,RR,1.2305,0.4739,1000,2.60,0.0096,0.05,0.3005,2.1606
28639,Zero-Inflation Proportion pi,0.1381,0.1102,1000,1.25,0.2105,0.05,-0.07816,0.3544
28639,logRR,-0.1847,0.1511,1000,-1.22,0.2220,0.05,-0.4812,0.1119
28639,RR,0.8314,0.1256,1000,6.62,<.0001,0.05,0.5848,1.0779
28643,Zero-Inflation Proportion pi,0.1519,0.1172,1000,1.30,0.1953,0.05,-0.07813,0.3820
28643,logRR,0.1761,0.1388,1000,1.27,0.2048,0.05,-0.09624,0.4485
28643,RR,1.1926,0.1655,1000,7.20,<.0001,0.05,0.8678,1.5174
28688,Zero-Inflation Proportion pi,0.1381,0.1102,1000,1.25,0.2105,0.05,-0.07816,0.3544
28688,logRR,-0.1847,0.1511,1000,-1.22,0.2220,0.05,-0.4812,0.1119
28688,RR,0.8314,0.1256,1000,6.62,<.0001,0.05,0.5848,1.0779
28692,Zero-Inflation Proportion pi,0.1519,0.1172,1000,1.30,0.1953,0.05,-0.07813,0.3820
28692,logRR,0.1761,0.1388,1000,1.27,0.2048,0.05,-0.09624,0.4485
28692,RR,1.1926,0.1655,1000,7.20,<.0001,0.05,0.8678,1.5174
29048,Zero-Inflation Proportion pi,0.1850,,1000,,,0.05,,
29048,logRR,-0.1335,,1000,,,0.05,,
29048,RR,0.8750,,1000,,,0.05,,
29050,Zero-Inflation Proportion pi,0.1850,,1000,,,0.05,,
29050,logRR,-0.1335,,1000,,,0.05,,
29050,RR,0.8750,,1000,,,0.05,,
29149,Zero-Inflation Proportion pi,5.295E-8,0.000017,1000,0.00,0.9975,0.05,-0.00003,0.000033
29149,logRR,0.2867,0.1942,1000,1.48,0.1402,0.05,-0.09442,0.6679
