metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
15886,RR,0.9053,0.1927,1000,4.70,<.0001,0.05,0.5272,1.2834
15909,logRR,0.06532,0.1162,1000,0.56,0.5741,0.05,-0.1627,0.2933
15909,RR,1.0675,0.1240,1000,8.61,<.0001,0.05,0.8241,1.3109
15912,logRR,0.2486,0.5078,1000,0.49,0.6246,0.05,-0.7479,1.2451
15912,RR,1.2822,0.6512,1000,1.97,0.0492,0.05,0.004448,2.5600
15962,logRR,-0.01967,,1000,,,0.05,,
15962,RR,0.9805,,1000,,,0.05,,
15963,logRR,-0.3774,,1000,,,0.05,,
15963,RR,0.6856,,1000,,,0.05,,
15965,logRR,0.07420,0.2585,1000,0.29,0.7741,0.05,-0.4330,0.5814
15965,RR,1.0770,0.2784,1000,3.87,0.0001,0.05,0.5307,1.6233
15966,logRR,-0.1426,0.4091,1000,-0.35,0.7274,0.05,-0.9454,0.6602
15966,RR,0.8671,0.3547,1000,2.44,0.0147,0.05,0.1710,1.5632
16073,logRR,-0.00715,,1000,,,0.05,,
16073,RR,0.9929,,1000,,,0.05,,
16076,logRR,-0.03271,0.04771,1000,-0.69,0.4931,0.05,-0.1263,0.06091
16076,RR,0.9678,0.04618,1000,20.96,<.0001,0.05,0.8772,1.0584
16103,logRR,0.1412,0.1315,1000,1.07,0.2831,0.05,-0.1168,0.3992
16103,RR,1.1517,0.1514,1000,7.61,<.0001,0.05,0.8545,1.4488
16114,logRR,0.1309,0.1422,1000,0.92,0.3575,0.05,-0.1481,0.4099
16114,RR,1.1398,0.1621,1000,7.03,<.0001,0.05,0.8218,1.4579
16115,logRR,-0.03398,,1000,,,0.05,,
16115,RR,0.9666,,1000,,,0.05,,
16117,logRR,0.1416,,1000,,,0.05,,
16117,RR,1.1522,,1000,,,0.05,,
16118,logRR,0.1511,0.1546,1000,0.98,0.3286,0.05,-0.1522,0.4544
16118,RR,1.1631,0.1798,1000,6.47,<.0001,0.05,0.8103,1.5159
16119,logRR,0.1415,0.1311,1000,1.08,0.2808,0.05,-0.1158,0.3987
16119,RR,1.1520,0.1510,1000,7.63,<.0001,0.05,0.8556,1.4483
16319,logRR,-0.2050,0.3338,1000,-0.61,0.5392,0.05,-0.8600,0.4499
16319,RR,0.8146,0.2719,1000,3.00,0.0028,0.05,0.2811,1.3482
17045,logRR,-0.6358,0.3442,1000,-1.85,0.0650,0.05,-1.3113,0.03970
17045,RR,0.5295,0.1823,1000,2.91,0.0038,0.05,0.1718,0.8872
17102,logRR,0.2464,0.1362,1000,1.81,0.0708,0.05,-0.02095,0.5138
17102,RR,1.2794,0.1743,1000,7.34,<.0001,0.05,0.9374,1.6215
17107,logRR,0.4580,0.1482,1000,3.09,0.0021,0.05,0.1671,0.7488
17107,RR,1.5809,0.2343,1000,6.75,<.0001,0.05,1.1211,2.0406
17110,logRR,0.4466,0.08620,1000,5.18,<.0001,0.05,0.2774,0.6157
17110,RR,1.5630,0.1347,1000,11.60,<.0001,0.05,1.2986,1.8274
17143,logRR,1.2360,,1000,,,0.05,,
17143,RR,3.4418,,1000,,,0.05,,
17152,logRR,0.2348,0.1556,1000,1.51,0.1318,0.05,-0.07066,0.5402
17152,RR,1.2646,0.1968,1000,6.43,<.0001,0.05,0.8784,1.6508
17156,logRR,-0.3829,,1000,,,0.05,,
17156,RR,0.6819,,1000,,,0.05,,
17160,logRR,-0.3048,,1000,,,0.05,,
17160,RR,0.7373,,1000,,,0.05,,
17183,logRR,-0.2367,0.1093,1000,-2.17,0.0306,0.05,-0.4513,-0.02223
17183,RR,0.7892,0.08627,1000,9.15,<.0001,0.05,0.6199,0.9585
17495,logRR,-0.7237,0.3520,1000,-2.06,0.0400,0.05,-1.4143,-0.03299
17495,RR,0.4850,0.1707,1000,2.84,0.0046,0.05,0.1500,0.8199
17768,logRR,-0.09878,,1000,,,0.05,,
17768,RR,0.9059,,1000,,,0.05,,
17842,logRR,-0.02027,0.4135,1000,-0.05,0.9609,0.05,-0.8317,0.7911
17842,RR,0.9799,0.4052,1000,2.42,0.0158,0.05,0.1848,1.7751
17850,logRR,-0.1296,,1000,,,0.05,,
17850,RR,0.8785,,1000,,,0.05,,
17851,logRR,0.08097,,1000,,,0.05,,
17851,RR,1.0843,,1000,,,0.05,,
17926,logRR,0.4226,,1000,,,0.05,,
17926,RR,1.5260,,1000,,,0.05,,
17935,logRR,0.3077,,1000,,,0.05,,
17935,RR,1.3604,,1000,,,0.05,,
17936,logRR,0.3317,,1000,,,0.05,,
17936,RR,1.3933,,1000,,,0.05,,
17944,logRR,0.1619,,1000,,,0.05,,
17944,RR,1.1757,,1000,,,0.05,,
17982,logRR,-0.1621,0.3259,1000,-0.50,0.6190,0.05,-0.8017,0.4775
17982,RR,0.8504,0.2771,1000,3.07,0.0022,0.05,0.3065,1.3942
18038,logRR,0.1378,,1000,,,0.05,,
18038,RR,1.1477,,1000,,,0.05,,
18043,logRR,-0.01671,,1000,,,0.05,,
18043,RR,0.9834,,1000,,,0.05,,
18066,logRR,1.4316,0.7596,1000,1.88,0.0598,0.05,-0.05893,2.9221
18066,RR,4.1853,3.1790,1000,1.32,0.1883,0.05,-2.0530,10.4236
18070,logRR,0.1043,,1000,,,0.05,,
18070,RR,1.1099,,1000,,,0.05,,
18072,logRR,1.2795,0.7495,1000,1.71,0.0881,0.05,-0.1912,2.7502
18072,RR,3.5948,2.6942,1000,1.33,0.1824,0.05,-1.6922,8.8818
18155,logRR,0.4180,0.2772,1000,1.51,0.1320,0.05,-0.1260,0.9620
18155,RR,1.5189,0.4211,1000,3.61,0.0003,0.05,0.6926,2.3451
18158,logRR,-0.5120,0.3915,1000,-1.31,0.1912,0.05,-1.2804,0.2563
18158,RR,0.5993,0.2346,1000,2.55,0.0108,0.05,0.1388,1.0597
18167,logRR,0.1725,0.2357,1000,0.73,0.4645,0.05,-0.2901,0.6351
18167,RR,1.1883,0.2801,1000,4.24,<.0001,0.05,0.6386,1.7380
18168,logRR,-0.00789,0.1731,1000,-0.05,0.9636,0.05,-0.3475,0.3317
18168,RR,0.9921,0.1717,1000,5.78,<.0001,0.05,0.6552,1.3291
18202,logRR,-0.2539,0.2129,1000,-1.19,0.2333,0.05,-0.6718,0.1639
18202,RR,0.7757,0.1652,1000,4.70,<.0001,0.05,0.4516,1.0999
18216,logRR,-0.3588,0.1137,1000,-3.16,0.0017,0.05,-0.5820,-0.1357
18216,RR,0.6985,0.07943,1000,8.79,<.0001,0.05,0.5426,0.8544
18222,logRR,-0.7165,0.1456,1000,-4.92,<.0001,0.05,-1.0023,-0.4307
18222,RR,0.4884,0.07113,1000,6.87,<.0001,0.05,0.3489,0.6280
18223,logRR,-0.1844,0.1819,1000,-1.01,0.3109,0.05,-0.5414,0.1725
18223,RR,0.8316,0.1513,1000,5.50,<.0001,0.05,0.5348,1.1284
18224,logRR,-0.4530,,1000,,,0.05,,
18224,RR,0.6357,,1000,,,0.05,,
18225,logRR,-0.2747,0.2650,1000,-1.04,0.3002,0.05,-0.7948,0.2454
18225,RR,0.7598,0.2014,1000,3.77,0.0002,0.05,0.3646,1.1549
18230,logRR,-0.4674,0.1248,1000,-3.75,0.0002,0.05,-0.7122,-0.2225
18230,RR,0.6266,0.07820,1000,8.01,<.0001,0.05,0.4732,0.7801
18293,logRR,1.4455,0.3877,1000,3.73,0.0002,0.05,0.6847,2.2063
18293,RR,4.2438,1.6454,1000,2.58,0.0100,0.05,1.0151,7.4726
18297,logRR,1.2743,0.2407,1000,5.29,<.0001,0.05,0.8019,1.7467
18297,RR,3.5761,0.8609,1000,4.15,<.0001,0.05,1.8867,5.2656
18452,logRR,0.3603,,1000,,,0.05,,
18452,RR,1.4337,,1000,,,0.05,,
18460,logRR,0.3760,0.1594,1000,2.36,0.0186,0.05,0.06308,0.6889
18460,RR,1.4564,0.2322,1000,6.27,<.0001,0.05,1.0007,1.9121
18462,logRR,0.2755,0.2224,1000,1.24,0.2158,0.05,-0.1610,0.7121
18462,RR,1.3172,0.2930,1000,4.50,<.0001,0.05,0.7422,1.8922
18590,logRR,-0.3154,0.1976,1000,-1.60,0.1107,0.05,-0.7031,0.07230
18590,RR,0.7295,0.1441,1000,5.06,<.0001,0.05,0.4467,1.0123
18796,logRR,0.01765,,1000,,,0.05,,
18796,RR,1.0178,,1000,,,0.05,,
19039,logRR,-0.4226,0.6267,1000,-0.67,0.5003,0.05,-1.6524,0.8072
19039,RR,0.6553,0.4107,1000,1.60,0.1109,0.05,-0.1506,1.4613
19043,logRR,0.03858,0.4512,1000,0.09,0.9319,0.05,-0.8469,0.9240
19043,RR,1.0393,0.4690,1000,2.22,0.0269,0.05,0.1190,1.9596
19058,logRR,0.5105,0.4025,1000,1.27,0.2050,0.05,-0.2793,1.3002
19058,RR,1.6661,0.6705,1000,2.48,0.0131,0.05,0.3503,2.9818
19267,logRR,0.07997,,1000,,,0.05,,
19267,RR,1.0833,,1000,,,0.05,,
19268,logRR,0.1813,,1000,,,0.05,,
19268,RR,1.1988,,1000,,,0.05,,
19605,logRR,0.2222,,1000,,,0.05,,
19605,RR,1.2488,,1000,,,0.05,,
19868,logRR,0.1789,0.1194,1000,1.50,0.1345,0.05,-0.05546,0.4133
19868,RR,1.1959,0.1428,1000,8.37,<.0001,0.05,0.9156,1.4762
19879,logRR,0.5254,0.2241,1000,2.34,0.0192,0.05,0.08570,0.9650
19879,RR,1.6911,0.3789,1000,4.46,<.0001,0.05,0.9476,2.4346
19881,logRR,0.6833,0.3117,1000,2.19,0.0286,0.05,0.07170,1.2949
19881,RR,1.9804,0.6173,1000,3.21,0.0014,0.05,0.7692,3.1917
19884,logRR,0.1976,0.2045,1000,0.97,0.3340,0.05,-0.2036,0.5988
19884,RR,1.2185,0.2491,1000,4.89,<.0001,0.05,0.7296,1.7074
19890,logRR,0.4479,0.3546,1000,1.26,0.2069,0.05,-0.2480,1.1438
19890,RR,1.5650,0.5550,1000,2.82,0.0049,0.05,0.4760,2.6541
19937,logRR,0.2526,,1000,,,0.05,,
19937,RR,1.2874,,1000,,,0.05,,
20024,logRR,0.4616,,1000,,,0.05,,
20024,RR,1.5866,,1000,,,0.05,,
20025,logRR,0.4136,0.1484,1000,2.79,0.0054,0.05,0.1224,0.7048
20025,RR,1.5123,0.2244,1000,6.74,<.0001,0.05,1.0719,1.9526
20028,logRR,0.6812,,1000,,,0.05,,
20028,RR,1.9762,,1000,,,0.05,,
20029,logRR,0.7451,0.1489,1000,5.00,<.0001,0.05,0.4528,1.0373
20029,RR,2.1066,0.3138,1000,6.71,<.0001,0.05,1.4909,2.7223
20049,logRR,0.7707,,1000,,,0.05,,
20049,RR,2.1612,,1000,,,0.05,,
20498,logRR,-2.1679,0.6548,1000,-3.31,0.0010,0.05,-3.4529,-0.8829
20498,RR,0.1144,0.07492,1000,1.53,0.1270,0.05,-0.03261,0.2614
20508,logRR,0.02490,0.4356,1000,0.06,0.9544,0.05,-0.8299,0.8798
20508,RR,1.0252,0.4466,1000,2.30,0.0219,0.05,0.1488,1.9016
20511,logRR,-0.06489,0.3179,1000,-0.20,0.8383,0.05,-0.6887,0.5589
20511,RR,0.9372,0.2979,1000,3.15,0.0017,0.05,0.3525,1.5218
20650,logRR,-0.1342,0.2161,1000,-0.62,0.5348,0.05,-0.5582,0.2898
20650,RR,0.8744,0.1889,1000,4.63,<.0001,0.05,0.5037,1.2452
20660,logRR,-0.1069,0.2606,1000,-0.41,0.6817,0.05,-0.6184,0.4045
20660,RR,0.8986,0.2342,1000,3.84,0.0001,0.05,0.4390,1.3582
20826,logRR,-1.1799,1.3597,1000,-0.87,0.3857,0.05,-3.8481,1.4883
20826,RR,0.3073,0.4178,1000,0.74,0.4622,0.05,-0.5126,1.1272
20865,logRR,0.05311,0.1159,1000,0.46,0.6469,0.05,-0.1744,0.2806
20865,RR,1.0545,0.1222,1000,8.63,<.0001,0.05,0.8147,1.2944
20914,logRR,0.06350,0.1104,1000,0.58,0.5654,0.05,-0.1532,0.2802
20914,RR,1.0656,0.1177,1000,9.05,<.0001,0.05,0.8346,1.2965
20936,logRR,-0.02252,0.07424,1000,-0.30,0.7617,0.05,-0.1682,0.1232
20936,RR,0.9777,0.07259,1000,13.47,<.0001,0.05,0.8353,1.1202
20937,logRR,-0.04544,,1000,,,0.05,,
20937,RR,0.9556,,1000,,,0.05,,
20938,logRR,0.07634,0.04717,1000,1.62,0.1059,0.05,-0.01623,0.1689
20938,RR,1.0793,0.05091,1000,21.20,<.0001,0.05,0.9794,1.1792
20958,logRR,0.06350,0.1104,1000,0.58,0.5654,0.05,-0.1532,0.2802
20958,RR,1.0656,0.1177,1000,9.05,<.0001,0.05,0.8346,1.2965
21127,logRR,0.04673,0.2291,1000,0.20,0.8384,0.05,-0.4029,0.4963
21127,RR,1.0478,0.2401,1000,4.36,<.0001,0.05,0.5767,1.5189
21128,logRR,-0.2563,0.4276,1000,-0.60,0.5490,0.05,-1.0953,0.5827
21128,RR,0.7739,0.3309,1000,2.34,0.0195,0.05,0.1246,1.4233
21247,logRR,-0.1042,,1000,,,0.05,,
21247,RR,0.9011,,1000,,,0.05,,
21258,logRR,-0.6127,,1000,,,0.05,,
21258,RR,0.5419,,1000,,,0.05,,
21273,logRR,-0.6745,,1000,,,0.05,,
21273,RR,0.5094,,1000,,,0.05,,
21286,logRR,-0.1955,0.1218,1000,-1.61,0.1087,0.05,-0.4345,0.04346
21286,RR,0.8224,0.1001,1000,8.21,<.0001,0.05,0.6259,1.0189
21321,logRR,0.1365,0.06163,1000,2.22,0.0269,0.05,0.01560,0.2575
21321,RR,1.1463,0.07064,1000,16.23,<.0001,0.05,1.0077,1.2849
21332,logRR,-0.1729,0.1738,1000,-0.99,0.3202,0.05,-0.5140,0.1682
21332,RR,0.8412,0.1462,1000,5.75,<.0001,0.05,0.5543,1.1282
21799,logRR,0.5784,0.3106,1000,1.86,0.0628,0.05,-0.03104,1.1879
21799,RR,1.7832,0.5538,1000,3.22,0.0013,0.05,0.6964,2.8700
21806,logRR,0.4176,0.2406,1000,1.74,0.0830,0.05,-0.05459,0.8898
21806,RR,1.5183,0.3653,1000,4.16,<.0001,0.05,0.8014,2.2352
21832,logRR,0.6049,,1000,,,0.05,,
21832,RR,1.8311,,1000,,,0.05,,
21839,logRR,0.4176,0.2406,1000,1.74,0.0830,0.05,-0.05459,0.8898
21839,RR,1.5183,0.3653,1000,4.16,<.0001,0.05,0.8014,2.2352
21860,logRR,-0.1604,0.5642,1000,-0.28,0.7763,0.05,-1.2675,0.9468
21860,RR,0.8518,0.4806,1000,1.77,0.0766,0.05,-0.09127,1.7949
21988,logRR,0.3901,0.3317,1000,1.18,0.2398,0.05,-0.2608,1.0410
21988,RR,1.4771,0.4900,1000,3.01,0.0026,0.05,0.5157,2.4386
22339,logRR,0.2489,0.1069,1000,2.33,0.0201,0.05,0.03919,0.4587
22339,RR,1.2827,0.1371,1000,9.36,<.0001,0.05,1.0136,1.5517
22340,logRR,0.2732,0.1145,1000,2.39,0.0172,0.05,0.04854,0.4979
22340,RR,1.3142,0.1505,1000,8.73,<.0001,0.05,1.0189,1.6095
22341,logRR,0.1240,0.2592,1000,0.48,0.6326,0.05,-0.3846,0.6325
22341,RR,1.1320,0.2934,1000,3.86,0.0001,0.05,0.5563,1.7076
22342,logRR,0.2959,0.1186,1000,2.49,0.0128,0.05,0.06307,0.5286
22342,RR,1.3443,0.1595,1000,8.43,<.0001,0.05,1.0313,1.6572
22343,logRR,0.006763,0.2869,1000,0.02,0.9812,0.05,-0.5563,0.5698
22343,RR,1.0068,0.2889,1000,3.49,0.0005,0.05,0.4399,1.5736
22344,logRR,0.3198,0.1137,1000,2.81,0.0050,0.05,0.09663,0.5430
22344,RR,1.3769,0.1566,1000,8.79,<.0001,0.05,1.0696,1.6842
22347,logRR,0.2454,0.1561,1000,1.57,0.1161,0.05,-0.06082,0.5517
22347,RR,1.2782,0.1995,1000,6.41,<.0001,0.05,0.8867,1.6697
22349,logRR,0.2622,0.1129,1000,2.32,0.0205,0.05,0.04058,0.4837
22349,RR,1.2997,0.1468,1000,8.86,<.0001,0.05,1.0117,1.5877
22350,logRR,0.3607,0.1159,1000,3.11,0.0019,0.05,0.1333,0.5881
22350,RR,1.4344,0.1662,1000,8.63,<.0001,0.05,1.1082,1.7605
22351,logRR,-0.05104,,1000,,,0.05,,
22351,RR,0.9502,,1000,,,0.05,,
22353,logRR,0.1835,0.1252,1000,1.47,0.1430,0.05,-0.06212,0.4291
22353,RR,1.2014,0.1504,1000,7.99,<.0001,0.05,0.9063,1.4965
22354,logRR,0.3110,,1000,,,0.05,,
22354,RR,1.3648,,1000,,,0.05,,
22355,logRR,0.2646,0.1177,1000,2.25,0.0248,0.05,0.03360,0.4956
22355,RR,1.3029,0.1534,1000,8.50,<.0001,0.05,1.0019,1.6038
22603,logRR,0.01926,0.1659,1000,0.12,0.9076,0.05,-0.3063,0.3449
22603,RR,1.0194,0.1692,1000,6.03,<.0001,0.05,0.6875,1.3514
22604,logRR,0.1179,0.1074,1000,1.10,0.2728,0.05,-0.09295,0.3287
22604,RR,1.1251,0.1209,1000,9.31,<.0001,0.05,0.8879,1.3623
22621,logRR,0.3487,0.4009,1000,0.87,0.3846,0.05,-0.4379,1.1354
22621,RR,1.4173,0.5682,1000,2.49,0.0128,0.05,0.3023,2.5322
22626,logRR,0.1368,0.2870,1000,0.48,0.6338,0.05,-0.4264,0.7000
22626,RR,1.1466,0.3291,1000,3.48,0.0005,0.05,0.5008,1.7924
22629,logRR,1.2787,0.2092,1000,6.11,<.0001,0.05,0.8682,1.6892
22629,RR,3.5920,0.7514,1000,4.78,<.0001,0.05,2.1176,5.0665
22630,logRR,0.4042,0.5147,1000,0.79,0.4325,0.05,-0.6059,1.4142
22630,RR,1.4981,0.7711,1000,1.94,0.0523,0.05,-0.01510,3.0112
22636,logRR,0.2502,0.1570,1000,1.59,0.1113,0.05,-0.05789,0.5582
22636,RR,1.2842,0.2016,1000,6.37,<.0001,0.05,0.8886,1.6798
22641,logRR,-0.1899,0.2204,1000,-0.86,0.3891,0.05,-0.6223,0.2425
22641,RR,0.8271,0.1822,1000,4.54,<.0001,0.05,0.4694,1.1847
22655,logRR,0.04674,0.1866,1000,0.25,0.8023,0.05,-0.3195,0.4130
22655,RR,1.0478,0.1956,1000,5.36,<.0001,0.05,0.6641,1.4316
22656,logRR,0.2618,0.1352,1000,1.94,0.0530,0.05,-0.00339,0.5271
22656,RR,1.2993,0.1756,1000,7.40,<.0001,0.05,0.9547,1.6439
22660,logRR,0.06267,0.1363,1000,0.46,0.6457,0.05,-0.2048,0.3301
22660,RR,1.0647,0.1451,1000,7.34,<.0001,0.05,0.7799,1.3494
22661,logRR,0.2703,0.2046,1000,1.32,0.1868,0.05,-0.1312,0.6717
22661,RR,1.3103,0.2681,1000,4.89,<.0001,0.05,0.7843,1.8364
22667,logRR,0.09363,0.1926,1000,0.49,0.6270,0.05,-0.2843,0.4716
22667,RR,1.0982,0.2115,1000,5.19,<.0001,0.05,0.6831,1.5132
22698,logRR,0.1186,,1000,,,0.05,,
22698,RR,1.1259,,1000,,,0.05,,
22783,logRR,-0.01027,,1000,,,0.05,,
22783,RR,0.9898,,1000,,,0.05,,
22784,logRR,0.2105,0.3585,1000,0.59,0.5572,0.05,-0.4929,0.9139
22784,RR,1.2343,0.4424,1000,2.79,0.0054,0.05,0.3661,2.1025
22797,logRR,-0.9559,0.5017,1000,-1.91,0.0570,0.05,-1.9405,0.02868
22797,RR,0.3845,0.1929,1000,1.99,0.0465,0.05,0.005921,0.7630
22799,logRR,-0.9559,0.5017,1000,-1.91,0.0570,0.05,-1.9405,0.02868
22799,RR,0.3845,0.1929,1000,1.99,0.0465,0.05,0.005921,0.7630
22806,logRR,-0.08378,0.4213,1000,-0.20,0.8424,0.05,-0.9106,0.7430
22806,RR,0.9196,0.3875,1000,2.37,0.0178,0.05,0.1593,1.6800
22811,logRR,-0.03982,0.4473,1000,-0.09,0.9291,0.05,-0.9176,0.8380
22811,RR,0.9610,0.4299,1000,2.24,0.0256,0.05,0.1174,1.8045
23103,logRR,-0.4535,0.3865,1000,-1.17,0.2410,0.05,-1.2118,0.3049
23103,RR,0.6354,0.2456,1000,2.59,0.0098,0.05,0.1535,1.1173
23429,logRR,-0.5936,0.3692,1000,-1.61,0.1082,0.05,-1.3182,0.1309
23429,RR,0.5523,0.2039,1000,2.71,0.0069,0.05,0.1521,0.9525
23437,logRR,-0.2468,0.1060,1000,-2.33,0.0201,0.05,-0.4549,-0.03882
23437,RR,0.7813,0.08282,1000,9.43,<.0001,0.05,0.6187,0.9438
23559,logRR,-1.2251,0.2111,1000,-5.80,<.0001,0.05,-1.6394,-0.8108
23559,RR,0.2937,0.06202,1000,4.74,<.0001,0.05,0.1720,0.4154
23603,logRR,-0.02727,,1000,,,0.05,,
23603,RR,0.9731,,1000,,,0.05,,
24133,logRR,0.1039,0.2027,1000,0.51,0.6082,0.05,-0.2938,0.5016
24133,RR,1.1095,0.2249,1000,4.93,<.0001,0.05,0.6682,1.5508
24358,logRR,0.1645,,1000,,,0.05,,
24358,RR,1.1788,,1000,,,0.05,,
24363,logRR,-0.2887,0.5677,1000,-0.51,0.6111,0.05,-1.4027,0.8253
24363,RR,0.7492,0.4253,1000,1.76,0.0785,0.05,-0.08540,1.5838
24396,logRR,0.1837,0.2918,1000,0.63,0.5291,0.05,-0.3889,0.7563
24396,RR,1.2017,0.3506,1000,3.43,0.0006,0.05,0.5136,1.8897
24400,logRR,0.5462,0.4761,1000,1.15,0.2515,0.05,-0.3880,1.4804
24400,RR,1.7267,0.8220,1000,2.10,0.0359,0.05,0.1136,3.3398
24402,logRR,-0.04257,0.3241,1000,-0.13,0.8955,0.05,-0.6787,0.5935
24402,RR,0.9583,0.3106,1000,3.09,0.0021,0.05,0.3487,1.5679
24404,logRR,-0.7179,0.5326,1000,-1.35,0.1780,0.05,-1.7630,0.3272
24404,RR,0.4878,0.2598,1000,1.88,0.0607,0.05,-0.02201,0.9976
24464,logRR,0.3926,0.3928,1000,1.00,0.3178,0.05,-0.3782,1.1635
24464,RR,1.4809,0.5817,1000,2.55,0.0111,0.05,0.3394,2.6224
24484,logRR,0.3926,0.3928,1000,1.00,0.3178,0.05,-0.3782,1.1634
24484,RR,1.4809,0.5817,1000,2.55,0.0111,0.05,0.3394,2.6224
24518,logRR,0.3077,0.5018,1000,0.61,0.5398,0.05,-0.6769,1.2924
24518,RR,1.3603,0.6826,1000,1.99,0.0465,0.05,0.02085,2.6998
24521,logRR,-0.07444,0.4451,1000,-0.17,0.8672,0.05,-0.9478,0.7989
24521,RR,0.9283,0.4131,1000,2.25,0.0249,0.05,0.1175,1.7390
25399,logRR,0.07157,0.4402,1000,0.16,0.8709,0.05,-0.7922,0.9354
25399,RR,1.0742,0.4729,1000,2.27,0.0233,0.05,0.1463,2.0021
25439,logRR,0.3446,,1000,,,0.05,,
25439,RR,1.4114,,1000,,,0.05,,
25444,logRR,0.4407,0.2300,1000,1.92,0.0557,0.05,-0.01074,0.8921
25444,RR,1.5538,0.3574,1000,4.35,<.0001,0.05,0.8524,2.2552
25681,logRR,0.2144,0.2088,1000,1.03,0.3048,0.05,-0.1954,0.6241
25681,RR,1.2391,0.2587,1000,4.79,<.0001,0.05,0.7314,1.7468
25687,logRR,0.1777,0.4564,1000,0.39,0.6971,0.05,-0.7179,1.0734
25687,RR,1.1945,0.5452,1000,2.19,0.0287,0.05,0.1246,2.2644
25688,logRR,0.3234,0.3988,1000,0.81,0.4176,0.05,-0.4592,1.1060
25688,RR,1.3818,0.5511,1000,2.51,0.0123,0.05,0.3004,2.4632
25944,logRR,-0.01961,,1000,,,0.05,,
25944,RR,0.9806,,1000,,,0.05,,
25964,logRR,0.3353,0.2758,1000,1.22,0.2243,0.05,-0.2059,0.8764
25964,RR,1.3983,0.3856,1000,3.63,0.0003,0.05,0.6417,2.1550
25965,logRR,0.3355,0.2052,1000,1.64,0.1024,0.05,-0.06716,0.7381
25965,RR,1.3986,0.2869,1000,4.87,<.0001,0.05,0.8355,1.9617
25989,logRR,0.2485,0.3902,1000,0.64,0.5243,0.05,-0.5172,1.0142
25989,RR,1.2821,0.5003,1000,2.56,0.0105,0.05,0.3004,2.2638
25992,logRR,0.4304,0.3533,1000,1.22,0.2234,0.05,-0.2629,1.1237
25992,RR,1.5379,0.5433,1000,2.83,0.0047,0.05,0.4717,2.6041
26863,logRR,-1.2629,0.6301,1000,-2.00,0.0453,0.05,-2.4993,-0.02641
26863,RR,0.2828,0.1782,1000,1.59,0.1128,0.05,-0.06688,0.6326
26867,logRR,0.09491,0.1660,1000,0.57,0.5677,0.05,-0.2309,0.4207
26867,RR,1.0996,0.1826,1000,6.02,<.0001,0.05,0.7413,1.4578
27025,logRR,-0.7936,0.3367,1000,-2.36,0.0186,0.05,-1.4543,-0.1329
27025,RR,0.4522,0.1523,1000,2.97,0.0030,0.05,0.1534,0.7510
27135,logRR,0.2516,0.2179,1000,1.15,0.2485,0.05,-0.1760,0.6792
27135,RR,1.2861,0.2802,1000,4.59,<.0001,0.05,0.7362,1.8360
27223,logRR,-0.2807,,1000,,,0.05,,
27223,RR,0.7552,,1000,,,0.05,,
27229,logRR,-0.4417,0.2028,1000,-2.18,0.0296,0.05,-0.8396,-0.04375
27229,RR,0.6430,0.1304,1000,4.93,<.0001,0.05,0.3871,0.8988
27232,logRR,-0.1026,0.1281,1000,-0.80,0.4233,0.05,-0.3541,0.1488
27232,RR,0.9025,0.1156,1000,7.80,<.0001,0.05,0.6756,1.1294
27234,logRR,-0.05047,,1000,,,0.05,,
27234,RR,0.9508,,1000,,,0.05,,
27236,logRR,0.09913,0.1898,1000,0.52,0.6016,0.05,-0.2733,0.4716
27236,RR,1.1042,0.2096,1000,5.27,<.0001,0.05,0.6930,1.5155
27238,logRR,-0.1331,0.4156,1000,-0.32,0.7488,0.05,-0.9487,0.6824
27238,RR,0.8753,0.3638,1000,2.41,0.0163,0.05,0.1614,1.5892
27242,logRR,-0.4394,,1000,,,0.05,,
27242,RR,0.6445,,1000,,,0.05,,
27260,logRR,0.04916,0.1908,1000,0.26,0.7967,0.05,-0.3252,0.4235
27260,RR,1.0504,0.2004,1000,5.24,<.0001,0.05,0.6571,1.4436
27262,logRR,-0.3947,0.5630,1000,-0.70,0.4834,0.05,-1.4996,0.7101
27262,RR,0.6739,0.3794,1000,1.78,0.0760,0.05,-0.07064,1.4183
27266,logRR,-0.4409,,1000,,,0.05,,
27266,RR,0.6434,,1000,,,0.05,,
27523,logRR,-0.3506,0.5276,1000,-0.66,0.5065,0.05,-1.3860,0.6847
27523,RR,0.7042,0.3716,1000,1.90,0.0583,0.05,-0.02490,1.4334
27837,logRR,0.6616,0.4092,1000,1.62,0.1062,0.05,-0.1414,1.4647
27837,RR,1.9380,0.7931,1000,2.44,0.0147,0.05,0.3816,3.4943
27849,logRR,0.4382,0.1581,1000,2.77,0.0057,0.05,0.1280,0.7484
27849,RR,1.5500,0.2450,1000,6.33,<.0001,0.05,1.0692,2.0308
27850,logRR,0.4466,0.1617,1000,2.76,0.0058,0.05,0.1294,0.7638
27850,RR,1.5630,0.2527,1000,6.19,<.0001,0.05,1.0672,2.0588
27852,logRR,0.8347,0.2949,1000,2.83,0.0047,0.05,0.2561,1.4134
27852,RR,2.3042,0.6794,1000,3.39,0.0007,0.05,0.9710,3.6375
27854,logRR,0.4266,0.2465,1000,1.73,0.0838,0.05,-0.05704,0.9103
27854,RR,1.5321,0.3776,1000,4.06,<.0001,0.05,0.7911,2.2730
27856,logRR,0.5227,0.1960,1000,2.67,0.0078,0.05,0.1380,0.9074
